medida500_L,medida500_M,n_students,p01,p02_01,p02_02,p03,p04,p05_01,p05_02,p05_03,p05_04,p05_05,p05_06,p05_07,p05_08,p05_09,p06,p07_01,p07_02,p07_03,p07_04,p07_05,p07_06,p07_07,p08_01,p08_02,p08_03,p08_04,p08_05,p08_06,p08_07,p08_08,p08_09,p08_10,p08_11,p09_01,p09_02,p09_03,p09_04,p09_05,p09_06,p09_07,p09_08,p09_09,p09_10,p09_11,p09_12,p09_13,p09_14,p09_15,p10_01,p10_02,p10_03,p10_04,p10_05,p11_01,p11_02,p11_03,p11_04,p11_05,p11_06,p11_07,p11_08,p11_09,p11_10,p11_11,p11_12,p11_13,p11_14,p12_01,p12_02,p12_03,p12_04,p13_01,p13_02,p13_03,p13_04,p13_05,p13_06,p14_01,p14_02,p14_03,p14_04,p14_05,p14_06,p15_01,p15_02,p15_03,p15_04,p15_05,p15_06,p15_07,p15_08,p15_09,p15_10,p15_11,p16_01,p16_02,p16_03,p16_04,p16_05,p16_06,p16_07,p16_08,p16_09,p16_10,p16_11,p16_12,p17_01,p17_02,p17_03,p17_04,p17_05,p17_06,p17_07,p17_08,p18_01,p18_02,p18_03,p18_04,p18_05,p18_06,p18_07,p18_08,p18_09,p18_10,p18_11
483.983,475.0432727272727,11,1,5,1,1,2,2,1,1,4,1,4,4,4,1,NA,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,1,1,1,1,1,1,1,3,3,3,3,3,1,1,3,1,2,1,3,2,1,1,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,1,2,3,2,1,2,1,2,3,3,3,3,2,3,3,3,2,3,1,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,2,3,3,2,1,1,1,1,2,1,1,1,1,1,1
550.0753333333333,613.0168333333334,24,2,5,2,1,1,1,4,1,4,1,4,4,4,2,10,1,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,3,4,2,1,3,3,2,1,1,1,1,2,2,4,2,2,2,4,1,3,1,3,3,2,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5,4,5,5,5,4,5,3,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1
505.8408,537.49268,25,2,5,2,2,3,1,4,4,4,1,4,4,4,4,8,2,1,1,2,1,2,2,3,4,3,4,4,3,3,3,4,4,4,3,3,4,4,4,4,4,3,4,4,3,4,2,4,3,3,2,2,2,2,2,2,3,1,1,3,4,1,4,2,4,3,2,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,1,2,2,1,1,1,2,1,1,1,1
536.1411428571429,574.2741904761905,21,1,3,1,1,2,2,1,1,4,1,4,4,4,2,8,4,1,2,2,2,3,3,4,4,3,4,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,2,2,1,4,1,1,3,4,2,4,3,4,3,2,3,3,3,3,4,2,1,1,1,1,1,2,2,1,1,1,1,3,2,3,3,3,3,4,3,3,3,4,4,3,4,3,4,5,2,3,4,4,4,3,3,2,3,3,3,3,3,3,1,1,2,1,1,1,1,2,1,1,1
531.5057142857142,511.19385714285715,14,2,5,2,5,6,1,1,1,4,4,4,4,4,4,10,2,2,3,2,2,2,2,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,4,2,2,3,3,3,2,2,2,1,2,2,2,2,2,2,3,3,3,3,2,1,2,2,1,1,1,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,NA,3,3,4,4,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
531.694,537.953,13,2,2,2,2,1,1,1,4,4,3,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,1,1,NA,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,4,1,1,1,1,1,1,4,4,4,3,4,4,4,4,1,2,2,1,1,1,1,1,1,1,1
556.201875,557.4625555555556,9,2,6,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,2,1,2,3,4,3,4,4,4,4,3,3,3,4,3,3,3,4,2,3,3,4,3,3,4,4,3,3,4,4,3,2,2,3,2,4,3,4,3,2,4,3,2,4,3,4,3,4,3,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,2,1,2,2,4,1,4,4,4,4,3,4,4,3,3,3,4,3,3,3,2,2,3,3,3,2,2,1,2,1,1,1,1,1,2,2,1,1
552.7043529411765,602.834705882353,17,2,4,2,2,2,1,4,1,4,1,4,4,4,4,9,1,2,2,2,2,2,3,1,1,1,1,1,1,1,2,2,3,4,4,4,4,3,3,4,3,4,3,4,3,3,3,3,3,3,2,1,3,1,2,2,2,3,2,3,3,1,4,2,3,3,2,3,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,1,4,3,3,3,3,2,3,3,3,1,2,1,1,1,1,1,1,1,2,1
541.673619047619,521.2855454545454,22,1,6,3,3,5,NA,NA,1,NA,NA,NA,NA,NA,NA,9,2,1,1,1,2,2,2,4,3,4,3,3,4,4,3,3,4,4,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,2,2,3,2,1,1,1,1,NA,2,1,1,3,2,2,2,2,NA,4,3,3,3,2,1,2,2,1,1,2,1,1,1,1,1,3,1,2,2,3,2,3,3,4,4,1,3,NA,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,1,1,2,1,1,1
456.69542105263156,432.8091052631579,19,2,4,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,3,8,3,1,2,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,2,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,1,2,3,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,1
410.93533333333335,384.0633157894737,20,2,6,3,1,2,2,4,1,4,4,4,4,4,2,8,3,2,2,2,2,2,2,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,NA,3,3,3,3,3,3,2,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,1,1,2,1,1,1,1,2,1,1,1
428.2341,404.3412,20,2,6,4,3,4,2,1,2,2,NA,4,4,NA,NA,10,3,2,2,2,2,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,4,3,4,3,3,4,4,3,4,4,3,4,3,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,3,3,2,2,2,1,4,4,4,4,4,5,5,5,5,5,4,4,3,2,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1
429.9575,382.89335714285716,14,2,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,2,3,2,3,2,3,1,2,2,2,4,3,2,3,3,3,3,2,4,3,3,3,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2
376.13514285714285,345.4961666666667,7,2,4,1,2,5,2,4,2,4,4,4,4,4,2,10,3,2,1,1,3,2,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3,3,2,4,2,3,3,4,3,2,4,4,3,4,4,4,4,3,4,4,4,4,4,1,1,1,1,1,1,2,1,1,1,1,1,3,3,1,1,3,3,3,3,4,4,4,5,4,NA,4,4,5,3,4,4,4,5,4,3,2,3,3,3,3,4,4,1,1,2,1,1,1,1,2,1,2,1
428.45633333333336,394.3691666666667,6,2,3,NA,NA,4,3,4,NA,NA,4,4,4,4,4,NA,3,2,2,2,2,2,2,3,3,3,3,3,4,4,3,3,4,4,3,3,3,1,3,3,3,NA,3,3,3,NA,3,3,3,3,3,3,3,3,4,1,2,4,4,4,4,1,4,4,4,4,4,4,3,3,2,3,2,1,NA,NA,1,1,1,1,1,1,1,1,1,3,1,1,3,1,2,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,2,2,3,3,3,3,3,3,1,1,2,1,1,1,1,1,1,1,1
363.549,376.3662,5,2,3,NA,1,4,3,4,3,2,4,4,4,4,4,8,3,2,2,2,2,2,2,3,3,3,3,3,4,4,3,3,4,4,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,4,1,2,4,4,4,4,1,4,4,4,4,4,4,3,3,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,2,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,2,2,3,3,3,3,3,3,1,1,2,1,1,1,1,1,1,1,1
306.959,293.4225,6,1,6,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,9,3,1,2,1,1,2,3,4,3,4,3,3,4,4,3,3,3,4,2,2,3,2,3,3,3,3,3,3,3,4,3,3,4,NA,NA,NA,NA,NA,4,2,3,3,NA,2,3,NA,4,2,4,4,3,3,3,3,1,3,1,1,2,2,1,1,1,1,1,2,1,1,3,2,1,1,3,1,1,NA,4,4,1,2,1,1,3,2,4,3,3,3,2,1,2,3,2,1,3,3,3,3,3,2,1,2,1,1,1,1,2,1,1,1
368.5695,387.1786666666667,3,2,5,1,3,2,3,1,3,4,4,4,1,1,4,7,3,3,3,3,3,2,2,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,1,2,1,1,2,1,1,1,1,1,2,4,3,3,3,1,1,1,4,4,4,3,3,1,1,3,4,4,4,4,4,4,4,3,3,3,3,3,2,3,3,1,2,2,1,1,1,1,2,1,1,1
488.1624444444444,463.97434615384617,27,1,4,2,2,2,1,NA,NA,NA,NA,NA,1,1,NA,10,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,2,2,1,4,3,3,3,4,1,4,3,4,4,3,4,4,4,2,3,2,1,1,1,1,1,2,1,1,1,1,1,2,1,3,3,3,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,3,1,2,2,1,1,1,1,1,1,1,1
457.5024814814815,425.8538148148148,27,1,NA,NA,2,1,2,NA,NA,NA,NA,NA,2,NA,NA,NA,3,1,3,3,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,3,3,2,4,3,3,3,3,3,3,3,3,3,4,4,4,3,1,3,3,1,1,1,3,1,1,1,1,3,3,1,2,2,2,1,2,2,4,4,NA,1,1,1,1,NA,3,4,NA,4,NA,3,2,2,3,3,3,3,3,3,2,2,2,2,1,1,1,NA,2,2,1
463.64429411764706,410.58714285714285,21,2,NA,NA,2,2,1,4,2,4,4,4,4,4,4,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,3,4,4,3,3,1,2,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1
426.561,378.2275625,16,1,6,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,4,3,4,4,4,3,3,3,2,2,2,4,3,3,3,3,4,3,3,3,3,3,2,2,2,3,3,3,2,1,4,1,2,1,4,2,NA,2,2,2,3,2,3,3,1,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,3,1,3,3,2,4,1,5,5,4,4,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,1,1,2,1,1,1,1,1,1,1,1
438.68075,425.54825,4,2,3,1,1,5,3,4,4,4,4,4,4,4,4,6,4,2,1,1,1,3,2,4,3,4,4,2,3,3,3,1,3,4,1,3,3,1,2,4,3,3,3,3,4,3,3,4,3,3,4,4,3,4,3,2,4,2,3,3,3,3,3,3,4,3,4,3,3,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,3,3,2,4,2,3,2,3,4,3,2,5,3,5,5,4,4,1,5,4,4,1,4,3,1,3,3,3,NA,3,3,2,2,1,1,2,1,1,2,1,2,1
448.28925,405.072,8,2,6,1,5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,1,2,3,3,NA,2,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,4,2,3,2,1,4,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,3,NA,2,2,4,1,3,NA,2,3,4,NA,1,2,NA,1,3,NA,4,3,NA,NA,NA,2,NA,4,NA,NA,1,NA,NA,5,NA,3,NA,NA,2,NA,1,NA,NA,3,NA,NA,NA,NA,4,3,2,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
412.803,363.9954,5,2,6,1,2,5,1,4,4,4,4,4,4,4,4,5,3,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,4,4,2,4,2,3,4,3,2,4,4,3,3,1,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,2,3,3,3,2,4,4,4,4,4,4,4,3,2,4,4,4,3,3,2,3,3,3,3,3,2,2,1,2,2,2,1,1,1,2,2,2,1
406.0424761904762,360.81504545454544,22,2,5,2,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,8,3,1,2,2,1,2,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,4,3,2,2,3,2,3,2,3,2,2,3,3,1,3,3,3,3,2,3,3,4,3,3,1,1,1,2,1,1,1,1,1,2,1,1,2,3,3,1,3,1,1,2,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,3,3,3,2,2,1,2,1,1,1,1,1,1,1,1,1
448.8421923076923,425.8669259259259,27,2,6,1,1,5,1,4,1,4,4,4,4,4,1,10,3,2,2,2,1,2,3,4,3,3,2,3,4,4,3,2,3,4,3,3,4,2,3,4,3,3,4,3,4,3,3,4,3,3,2,2,3,2,2,1,4,1,2,2,2,3,4,3,4,4,1,4,3,2,3,4,1,1,3,1,1,1,1,1,1,3,3,1,3,3,2,2,3,3,3,3,4,1,4,4,5,4,4,5,5,3,5,4,5,5,4,3,2,4,3,4,3,3,4,1,1,2,1,1,1,1,2,1,1,1
398.9514,389.57,5,2,2,2,1,3,1,1,1,1,1,1,1,1,1,8,2,2,1,2,2,2,4,3,3,4,3,4,4,4,3,3,3,4,3,3,3,2,3,4,4,4,3,3,4,3,3,3,3,3,3,2,3,2,3,3,3,3,3,4,3,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,4,1,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,1,1,2,1,1,1,1,2,1,1,1
354.572,378.7208181818182,11,2,4,2,1,5,4,4,2,4,4,4,4,4,4,6,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,3,2,2,3,3,2,3,3,3,3,3,3,2,3,3,2,1,1,1,1,1,1,2,1,1,2,1,1,3,3,3,3,3,3,3,3,3,4,4,3,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
372.19100000000003,348.144,9,2,4,2,1,5,4,4,2,4,4,4,4,4,4,6,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,3,2,2,3,2,3,3,3,3,3,3,3,2,3,3,2,1,1,1,1,1,1,2,1,1,2,1,1,3,3,3,3,3,3,3,3,3,4,4,3,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
385.94784615384617,360.1991538461539,13,1,NA,NA,4,2,1,4,1,4,4,4,4,4,2,7,3,2,1,2,2,1,1,4,4,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,4,3,3,2,3,2,3,2,3,4,2,4,3,2,3,4,3,3,3,3,3,4,3,2,2,1,1,1,1,1,2,1,1,2,1,1,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,1,1,1,1,2,1,2,1,1,1,1
349.2368333333333,326.38483333333335,6,1,4,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,3,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3,2,2,3,3,2,3,2,3,3,3,3,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,3,3,3,3,1,2,1,1,1,1,2,2,1,1,1
406.1205,368.9735,4,2,6,1,5,6,4,4,4,4,4,4,4,4,4,10,3,2,4,1,3,4,1,4,1,3,3,3,3,3,3,2,2,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,2,2,4,4,2,3,2,2,4,4,1,4,3,2,3,3,3,4,4,3,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,4,4,1,3,3,4,4,4,4,5,5,5,5,5,1,1,2,3,2,2,3,4,1,1,2,2,1,1,1,1,1,1,1
383.79054545454545,356.8191818181818,11,2,NA,NA,2,5,2,4,4,4,4,4,4,4,2,9,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,2,1,1,1,1,3,3,2,2,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1
398.4624166666667,367.42608333333334,12,2,6,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,4,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1
388.1304,440.5774,5,2,2,1,4,2,1,NA,NA,2,3,NA,4,NA,NA,8,NA,NA,2,NA,NA,4,NA,3,4,NA,NA,2,NA,NA,NA,NA,1,NA,4,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,1,NA,NA,4,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,1,1,2,3,4,NA,NA,4,3,2,1,1,2,NA,3,NA,4,1,NA,2,NA,3,NA,4,NA,NA,NA,NA,5,NA,NA,4,NA,NA,3,NA,NA,2,NA,1,4,NA,NA,3,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA
530.0614137931035,527.6780689655172,30,2,6,6,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,6,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,2,2,2,2,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,4,4,4,4,4,4,3,4,4,4,4,4,2,3,3,3,3,3,3,3,1,2,2,1,1,1,1,1,1,1,1
476.5715172413793,468.7197,31,2,6,2,2,1,1,4,1,4,4,4,4,4,4,9,2,1,1,1,2,2,4,4,4,4,4,4,4,4,3,4,4,4,3,2,4,3,4,4,4,4,3,3,2,3,1,2,2,2,1,1,4,1,2,2,3,1,2,3,3,1,4,2,4,3,1,3,3,3,4,2,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,3,3,3,3,3,4,4,4,4,1,4,4,4,4,1,4,2,4,4,4,3,3,3,3,3,3,4,4,1,1,2,2,1,1,1,2,1,1,1
561.7871153846154,552.9987407407408,27,2,6,4,1,5,1,4,2,4,4,4,4,4,4,10,4,1,1,1,1,2,2,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,2,2,2,2,3,2,3,2,3,3,4,1,4,4,4,4,4,4,4,1,2,4,3,2,2,2,3,1,4,2,1,3,1,1,3,3,1,1,1,1,1,2,2,2,3,4,4,4,3,4,4,3,3,2,4,4,4,3,4,3,3,3,4,4,NA,2,1,2,1,1,1,1,2,2,1,1
556.6636896551724,532.6203333333333,30,2,6,4,4,1,1,4,4,4,4,4,4,4,4,9,3,1,2,2,1,3,2,1,NA,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,3,1,4,1,4,4,4,4,3,4,4,3,3,4,4,4,4,4,3,1,1,4,2,2,1,1,2,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,4,3,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,4,4,3,1,1,2,1,2,1,1,2,1,1,1
541.7112,515.2247,10,1,2,NA,4,5,1,4,4,4,4,4,4,4,4,7,4,2,1,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,3,3,4,4,4,1,1,3,1,2,2,4,2,2,4,4,4,4,3,4,4,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,4,1,5,1,5,5,5,5,1,4,5,1,1,1,4,1,4,3,3,3,3,3,2,1,2,1,1,1,1,2,2,1,1
524.4938148148149,518.0449629629629,27,2,4,1,2,5,2,4,4,4,4,4,1,4,4,7,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,4,3,3,3,3,3,4,3,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,2,3,3,3,4,4,4,4,3,1,4,4,4,3,4,4,4,1,1,3,3,3,3,2,3,3,3,1,1,1,1,1,1,1,2,2,1,1
511.07411538461537,549.3292307692308,26,2,6,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,9,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
498.5958,515.2753225806451,31,2,4,2,3,2,1,4,2,4,4,4,2,4,4,7,2,1,1,2,1,2,3,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,4,3,2,3,2,2,3,2,3,3,3,2,3,2,3,3,1,2,2,2,1,1,2,1,1,3,1,1,3,3,1,2,3,1,3,2,4,4,2,4,4,4,4,4,4,1,4,4,4,1,4,3,2,3,3,3,3,2,3,2,1,2,1,1,1,1,1,1,1,1
523.027696969697,548.6431212121212,33,1,6,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,2,4,3,4,4,4,4,4,NA,4,3,NA,4,3,3,4,3,4,4,3,4,4,4,4,4,3,4,3,3,2,1,3,1,2,3,2,2,2,2,3,2,2,2,3,4,2,3,3,3,3,3,2,1,1,2,1,1,1,1,1,2,1,1,3,1,3,3,3,3,3,3,3,3,3,NA,3,3,3,4,4,4,3,4,4,4,3,3,3,3,2,2,3,3,2,2,1,2,1,1,1,1,2,1,1,1
529.6726875,527.08565625,32,2,6,6,2,5,2,4,2,4,4,4,4,4,4,9,3,1,1,1,2,2,3,4,4,4,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,2,1,3,2,3,3,4,3,2,3,3,2,3,2,3,3,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,3,3,3,2,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,3,3,3,4,4,3,1,1,2,1,1,1,1,1,1,2,1
523.4592105263158,513.432,23,2,6,6,1,5,1,4,4,4,4,4,4,4,NA,8,3,1,2,2,1,1,2,4,3,4,3,3,3,3,3,3,2,4,3,2,3,2,3,3,3,3,3,3,3,3,3,4,4,2,1,2,3,2,1,1,3,1,2,2,2,1,1,1,4,3,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,1,3,3,4,4,4,4,4,1,4,4,4,1,4,4,4,4,1,3,3,3,3,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1
497.45925,501.94979166666667,24,1,4,1,1,1,2,4,3,2,4,1,2,1,1,6,2,2,1,1,1,2,2,4,4,4,4,4,4,4,3,3,3,4,3,3,4,3,4,4,4,4,3,4,3,4,4,4,3,3,2,1,3,1,3,3,2,2,2,3,4,2,3,2,4,3,2,3,3,4,4,3,2,1,1,2,1,1,3,2,1,2,1,1,3,1,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,1,4,4,4,4,4,3,4,3,4,3,3,3,3,1,2,2,1,1,1,1,2,1,1,1
