medida500_L,medida500_M,n_students,p01,p02_01,p02_02,p03,p04,p05_01,p05_02,p05_03,p05_04,p05_05,p05_06,p05_07,p05_08,p05_09,p06,p07_01,p07_02,p07_03,p07_04,p07_05,p07_06,p07_07,p08_01,p08_02,p08_03,p08_04,p08_05,p08_06,p08_07,p08_08,p08_09,p08_10,p08_11,p09_01,p09_02,p09_03,p09_04,p09_05,p09_06,p09_07,p09_08,p09_09,p09_10,p09_11,p09_12,p09_13,p09_14,p09_15,p10_01,p10_02,p10_03,p10_04,p10_05,p11_01,p11_02,p11_03,p11_04,p11_05,p11_06,p11_07,p11_08,p11_09,p11_10,p11_11,p11_12,p11_13,p11_14,p12_01,p12_02,p12_03,p12_04,p13_01,p13_02,p13_03,p13_04,p13_05,p13_06,p14_01,p14_02,p14_03,p14_04,p14_05,p14_06,p15_01,p15_02,p15_03,p15_04,p15_05,p15_06,p15_07,p15_08,p15_09,p15_10,p15_11,p16_01,p16_02,p16_03,p16_04,p16_05,p16_06,p16_07,p16_08,p16_09,p16_10,p16_11,p16_12,p17_01,p17_02,p17_03,p17_04,p17_05,p17_06,p17_07,p17_08,p18_01,p18_02,p18_03,p18_04,p18_05,p18_06,p18_07,p18_08,p18_09,p18_10,p18_11
576.1843333333334,622.6644285714285,7,1,4,1,2,5,2,4,1,4,4,4,1,4,1,9,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,1,1,4,1,1,4,4,1,4,1,4,4,1,4,3,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,4,3,1,4,4,4,4,4,3,3,3,3,3,4,4,3,1,2,1,1,1,1,1,1,1,1,1
496.47160869565215,503.04125,24,2,6,1,2,4,1,4,4,4,4,4,4,4,4,7,3,2,2,2,2,3,2,3,3,4,3,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,2,3,3,3,3,3,4,3,3,3,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,1,1
471.8698333333333,481.6528333333333,6,1,5,1,1,1,2,4,1,4,4,4,2,4,4,8,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,2,2,3,2,2,2,2,2,2,2,4,2,1,3,3,1,3,2,3,3,2,4,3,3,3,3,2,1,2,1,1,1,1,1,1,1,1,1,3,3,1,3,3,1,1,2,4,4,4,1,1,1,4,4,4,1,4,4,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1
563.6456153846153,530.9791538461538,13,1,3,2,1,1,1,1,1,4,4,2,2,4,1,8,3,3,2,2,1,2,2,3,3,3,3,3,3,NA,2,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,3,3,2,2,2,4,4,2,3,3,2,3,2,3,3,3,2,3,3,NA,1,2,1,1,1,1,1,2,1,1,1,1,1,2,3,3,3,3,3,3,3,2,2,4,4,4,4,4,4,4,1,4,4,4,4,4,3,3,3,3,3,3,3,3,1,1,2,1,1,1,1,1,1,2,1
553.4688421052632,551.515,19,1,4,3,1,2,2,4,2,4,4,4,4,4,4,9,3,2,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,3,2,1,3,3,1,4,2,4,4,2,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,2,1,2,1,1,1,1,2,1,1,1
492.1044761904762,489.07,21,2,5,1,2,4,NA,NA,2,NA,NA,NA,NA,NA,NA,9,2,1,1,1,2,1,3,4,4,4,3,4,4,4,3,3,3,4,4,3,4,3,3,4,4,3,3,4,3,4,3,3,3,2,2,1,3,1,2,1,3,2,3,3,4,2,4,3,4,4,2,4,3,3,3,3,3,2,2,2,1,1,2,1,1,1,1,1,3,3,2,2,3,3,2,1,2,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1
589.3843333333333,587.8165555555556,9,2,2,1,1,1,2,1,2,1,2,2,1,1,NA,8,4,2,1,2,1,2,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,2,2,4,2,4,3,2,2,2,3,3,2,4,2,4,3,3,4,4,4,4,4,2,1,2,1,1,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,4,4,5,4,4,3,4,4,4,4,4,4,4,5,3,3,3,3,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1
550.142,579.9362857142858,14,1,6,3,1,1,2,4,1,4,4,4,4,4,4,7,3,2,2,2,2,2,3,4,4,4,3,4,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,1,1,2,1,1,1,1,1,1,1,1
500.9670476190476,516.2745714285714,21,1,6,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,2,2,3,3,3,4,4,3,3,3,3,4,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,3,2,3,2,3,3,3,2,3,3,2,2,3,3,3,3,3,1,1,2,1,1,2,3,1,2,1,1,2,3,3,3,3,1,3,3,3,3,2,4,4,4,4,4,4,3,4,4,4,4,4,3,2,3,3,2,3,3,3,2,2,2,1,2,1,1,2,1,1,1
494.984125,469.89244444444444,9,1,6,4,2,5,2,4,2,4,4,4,4,4,4,1,3,1,2,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,2,3,3,3,3,3,3,3,4,4,4,1,1,1,2,1,1,2,2,1,1,1,1,3,3,3,3,1,1,2,3,3,4,4,4,1,1,1,1,4,1,2,4,4,4,1,1,3,4,4,4,4,4,4,1,1,2,1,1,1,1,2,1,1,1
477.1442,518.995,5,1,6,3,1,3,2,4,4,4,4,4,2,4,4,5,3,2,2,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,4,3,4,2,3,2,2,1,4,2,2,4,4,4,4,1,3,4,2,3,3,3,3,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,3,3,3,2,4,4,4,4,5,5,4,5,5,3,4,4,4,5,4,3,4,4,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1
535.1198,562.8146,5,1,3,2,2,2,1,4,1,NA,4,1,4,4,4,7,3,2,2,2,2,2,1,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,4,4,4,4,NA,4,4,4,4,4,4,3,2,1,3,1,2,2,NA,2,2,3,4,2,3,NA,4,NA,NA,3,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,3,3,3,4,4,4,NA,4,5,4,NA,4,5,4,4,5,5,5,3,4,4,3,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1
509.1875,495.2215,4,2,6,5,2,1,1,4,1,4,4,4,4,4,4,6,3,2,2,2,2,2,2,4,2,4,3,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,1,2,1,2,2,3,2,3,3,3,1,4,3,3,3,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,4,4,4,4,3,2,3,2,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1
547.9857647058824,483.9802352941176,17,1,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,1,9,3,2,2,2,2,3,2,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,3,4,3,NA,3,3,3,3,3,3,3,2,2,2,3,2,3,2,3,2,2,3,3,2,3,2,3,3,2,4,3,3,3,3,1,1,1,1,1,1,3,1,1,1,1,1,3,3,3,2,3,3,3,3,4,4,4,4,1,4,4,4,4,1,4,4,4,1,1,3,3,3,3,3,3,3,3,1,2,2,1,1,1,1,1,2,1,1
626.337,620.8692,5,2,6,6,2,5,3,4,2,4,4,4,4,4,4,3,4,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,3,4,4,3,3,3,3,3,2,2,3,2,3,2,3,3,1,3,3,1,4,2,4,4,2,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,2,3,3,3,3,4,4,3,1,1,4,3,4,3,3,4,4,4,4,3,3,3,3,3,3,3,2,1,1,2,1,1,1,1,2,1,1,1
604.5856666666667,573.10225,4,1,6,4,2,1,1,2,1,NA,NA,NA,NA,NA,4,10,3,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,2,2,2,4,2,2,4,4,1,4,1,4,4,1,4,3,3,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,2,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1
435.2606,413.026,5,2,5,2,1,3,3,2,2,3,NA,NA,1,1,2,7,3,2,2,2,2,2,3,4,4,4,4,4,4,3,4,3,4,4,3,3,4,4,3,3,4,3,3,3,3,3,3,4,3,2,2,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,1,1,1,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1
519.3113846153846,532.4944615384616,13,1,NA,NA,1,1,2,4,4,4,4,4,4,4,4,5,3,2,2,2,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,1,1,3,3,1,1,1,1,1,1,3,2,2,1,1,2,3,3,1,4,1,1,3,3,3,2,2,3,4,4,3,2,3,3,2,2,3,3,2,1,1,2,1,1,1,1,1,1,2,1
509.44506666666666,484.096,15,1,6,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,2,2,2,NA,3,4,4,4,4,3,3,4,4,3,4,4,3,4,3,4,3,3,3,4,3,4,4,4,4,3,2,2,2,3,2,3,2,3,2,2,4,3,2,4,4,4,4,2,4,4,4,4,3,3,1,3,1,1,1,3,2,1,1,1,1,3,3,3,3,3,1,3,3,4,1,4,4,4,4,4,4,4,4,3,4,4,4,4,NA,3,3,2,2,3,3,3,1,NA,2,NA,2,1,1,1,1,1,1
519.9414,548.8061,10,1,6,1,1,1,1,NA,3,NA,NA,NA,NA,NA,NA,7,3,1,1,2,1,2,3,4,1,4,4,3,3,3,3,4,4,4,3,1,2,3,3,3,3,3,4,3,3,3,3,4,4,2,1,4,4,2,3,3,3,2,2,3,4,2,4,2,4,3,3,4,4,4,NA,3,2,1,1,1,1,1,3,2,1,2,1,1,3,4,3,2,1,1,3,3,1,2,1,4,4,4,3,3,4,2,4,4,4,4,3,2,4,4,2,2,3,3,3,1,2,2,1,1,1,1,2,2,1,1
505.3653,536.485,10,2,5,2,1,1,2,4,1,1,4,4,4,4,1,NA,3,2,2,2,2,3,3,4,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,4,3,3,4,3,3,3,3,4,4,3,3,3,4,1,4,3,3,4,3,4,4,3,4,4,4,4,4,4,3,4,3,4,3,3,2,2,1,1,4,1,1,2,1,1,3,3,3,3,3,3,3,3,2,3,3,4,1,1,4,4,5,1,4,4,4,1,1,3,3,4,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1
538.4196363636363,560.2807272727273,11,1,6,6,1,5,3,NA,NA,2,NA,NA,NA,NA,NA,7,4,2,1,2,3,2,2,4,3,4,4,3,3,3,3,4,3,4,2,2,2,2,3,3,3,3,3,3,4,4,4,4,3,3,1,2,3,2,2,2,3,1,1,3,2,1,4,2,4,4,2,3,3,3,3,2,3,2,2,3,3,1,4,1,1,1,1,1,3,3,1,1,3,1,1,1,3,1,4,4,1,1,1,3,3,1,4,4,4,3,NA,4,3,3,3,2,3,3,2,2,2,2,1,1,1,1,2,1,2,2
539.9792222222222,559.2986666666667,9,2,6,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,1,1,2,3,4,4,4,3,4,4,3,3,4,3,3,4,3,2,3,3,3,3,4,3,4,3,3,4,2,3,2,3,3,1,4,1,1,2,2,2,2,4,4,1,4,3,4,4,1,3,4,4,3,3,1,1,1,3,1,1,1,1,1,1,1,1,3,4,3,2,1,2,3,3,4,4,4,4,4,5,1,4,4,4,4,5,4,1,4,4,3,3,4,3,4,4,3,1,2,2,1,1,1,1,2,2,1,1
514.7155555555555,521.9701111111111,9,2,3,2,3,3,1,4,4,4,4,4,4,4,2,7,2,1,1,2,1,2,1,2,3,3,3,4,4,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,2,3,2,3,2,1,3,1,3,2,NA,2,4,4,4,1,4,2,NA,3,3,4,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,4,4,4,3,1,1,3,1,4,1,4,4,4,4,1,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,2,1,1
492.01279999999997,573.0954,10,2,4,2,2,5,1,NA,1,NA,NA,NA,NA,NA,NA,10,4,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,3,4,4,3,3,1,1,2,3,3,4,3,2,4,4,1,4,4,4,4,4,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,4,3,4,1,NA,4,4,5,3,5,5,5,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1
500.205,542.7953636363636,11,1,3,1,1,5,NA,NA,3,NA,NA,NA,NA,NA,NA,7,3,3,2,2,2,2,2,3,3,3,3,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,2,2,4,2,2,2,3,2,2,3,3,1,3,2,3,3,2,3,3,3,3,3,2,1,1,1,1,1,2,1,1,1,1,1,3,1,2,2,2,3,3,3,2,3,4,4,3,3,3,3,4,1,4,4,4,1,4,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,2,2,2,1
550.3285,567.6302499999999,4,1,4,2,1,2,2,1,1,4,4,4,4,4,2,6,3,1,1,2,2,2,2,4,4,4,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,3,4,4,2,3,3,2,2,2,3,2,3,2,3,2,1,3,3,2,3,2,3,3,2,3,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,1,3,3,4,4,4,4,4,4,4,4,5,3,4,5,5,4,4,3,3,3,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1
511.8345,597.62125,4,2,3,1,2,2,2,4,1,4,4,4,4,4,4,9,3,2,2,2,3,3,3,4,3,3,3,3,4,4,4,3,4,4,3,4,4,3,3,3,4,3,3,4,3,3,3,4,3,3,3,2,4,2,4,3,3,3,3,4,3,2,3,3,3,3,4,4,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,1,4,5,5,4,4,3,3,3,3,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1
567.2298,562.4474,5,2,6,1,2,5,NA,NA,1,NA,NA,NA,NA,NA,NA,8,3,1,2,1,1,2,2,3,3,4,3,3,4,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,1,3,1,3,2,2,4,3,1,1,3,4,4,4,3,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,3,3,3,3,2,3,1,1,2,1,1,1,1,1,1,1,1
553.2805,645.9703333333333,6,1,6,5,3,2,2,NA,NA,1,NA,NA,NA,NA,2,6,3,2,2,2,2,2,NA,4,4,3,3,3,3,3,3,3,3,3,NA,2,NA,2,2,3,3,3,3,3,4,3,3,3,4,3,2,2,3,2,2,2,3,3,NA,3,2,2,3,4,4,2,2,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,1,3,1,3,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,1,1,2,1,1,2,1,2,1
557.72325,548.866,4,2,3,NA,2,1,1,NA,NA,NA,NA,NA,2,NA,NA,7,3,2,2,2,2,2,3,3,3,NA,4,3,3,3,4,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,2,1,4,2,2,3,3,1,3,2,3,3,2,4,3,3,3,3,2,1,1,1,1,1,4,2,1,2,1,1,3,1,1,2,2,3,2,3,4,4,4,3,1,1,4,4,4,1,3,4,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1
506.788,488.1523076923077,13,1,6,6,5,6,2,4,1,4,4,4,4,4,4,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,3,3,3,4,4,4,NA,1,1,1,1,1,1,4,4,4,4,1,2,2,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1
493.289,578.3564545454545,11,1,6,6,1,2,2,4,4,4,4,4,4,4,4,6,3,2,2,2,2,3,2,4,4,4,4,4,4,4,3,3,4,4,3,3,3,NA,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,2,3,3,NA,2,2,2,3,2,4,3,4,4,3,3,3,4,3,3,1,1,1,2,1,1,2,1,1,1,1,1,3,1,2,3,3,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,NA,1,2,2,1,2,1,1,1,2,1,1
489.579,542.3394375,16,1,6,1,2,2,1,NA,NA,4,4,4,4,4,4,4,3,2,2,2,2,3,3,4,4,4,3,3,3,3,2,2,NA,3,3,3,4,NA,3,3,3,4,3,3,3,3,3,3,3,3,2,2,3,2,3,3,2,2,2,3,3,2,4,3,3,3,2,2,3,3,3,4,1,1,1,1,1,1,2,2,1,1,1,1,3,3,2,2,3,3,2,3,4,1,4,4,4,4,4,3,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,1,1,1,1
483.4283125,475.14588235294116,17,1,6,1,2,2,1,NA,NA,4,4,4,4,4,4,4,3,2,2,2,2,3,3,4,4,4,3,3,3,3,4,2,2,3,3,3,4,NA,3,3,3,4,3,3,3,3,3,4,3,3,2,2,3,2,3,3,NA,2,2,3,3,2,4,3,3,3,2,2,3,3,3,4,1,1,1,1,1,1,2,2,1,1,1,1,3,3,2,2,3,3,2,3,4,1,4,4,4,4,4,3,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,1,NA,1,1,1,1,1,2,1,1,1
535.392,508.0922857142857,14,2,4,1,NA,NA,2,1,2,4,4,4,4,4,4,NA,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1
559.8865454545454,563.7084545454545,11,1,6,6,2,3,2,NA,1,1,4,4,4,1,1,3,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,1,2,1,1,1,1,1,2,1,1,1
552.0417142857143,548.556,14,2,2,2,3,5,4,4,1,4,4,4,4,4,NA,6,4,3,3,3,1,2,3,4,4,4,4,3,3,2,4,3,3,4,3,3,3,3,3,2,3,2,3,3,4,4,3,3,3,3,2,1,4,2,3,2,2,2,2,2,3,3,3,2,3,2,2,1,3,3,3,3,3,1,1,2,1,1,4,3,1,3,1,1,3,1,2,2,2,2,3,3,2,4,1,3,3,4,1,3,4,1,3,3,4,1,3,3,2,2,2,2,3,3,2,1,2,2,1,1,1,1,1,2,1,2
533.0953333333333,473.117,9,1,6,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,2,2,1,2,2,3,3,4,4,3,4,4,3,3,3,3,3,3,3,2,NA,3,3,3,3,3,4,4,3,3,3,3,3,2,3,NA,2,1,3,2,NA,4,3,NA,3,2,3,4,2,3,3,3,3,3,2,3,2,1,2,1,2,2,1,1,1,1,3,2,3,3,3,2,3,3,3,NA,4,3,3,1,2,1,3,3,3,3,4,NA,1,2,3,3,3,2,3,3,2,2,2,1,1,1,1,1,1,2,1,1
388.71500000000003,338.012,2,2,3,1,5,5,1,4,4,4,4,4,4,4,4,8,1,1,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,1,3,1,3,3,3,3,3,3,3,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1
509.5018888888889,551.2373888888889,18,2,6,3,1,3,2,1,1,2,1,1,1,1,2,5,3,2,3,2,2,2,3,3,2,3,3,3,3,3,3,2,3,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,4,3,3,3,3,2,1,1,1,1,1,1,2,1,1,1,1,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1
451.8929090909091,427.20945454545455,11,2,6,6,5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,3,3,1,1,3,1,1,4,4,1,1,3,2,3,2,3,1,2,3,2,4,4,2,2,4,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,4,3,1,1,1,4,1,2,3,3,3,2,1,2,2,3,3,1,2,3,2,3,2,2,1,2,1,1,1,2,1,1,1
528.1621818181818,516.0734545454545,11,2,4,1,3,3,1,1,1,1,1,4,4,4,1,3,3,2,2,3,2,2,2,4,4,4,3,4,4,4,4,4,4,4,3,2,3,3,3,3,3,3,2,3,3,3,4,3,4,3,2,3,4,3,3,2,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,1,1,1,2,1,1,2,1,1,1,1,1,3,4,3,1,1,3,3,1,3,4,3,3,3,4,4,4,4,4,3,4,4,3,3,3,2,3,3,2,4,4,3,1,1,2,1,1,1,1,2,1,1,1
438.072,445.454,3,1,4,2,2,3,2,4,4,4,4,4,4,4,4,5,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,4,1,1,1,3,1,1,3,3,1,3,1,3,3,1,3,3,2,2,3,3,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,3,1,NA,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,2,2,2,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1
491.4333913043478,492.5604583333333,24,2,6,5,4,3,2,1,4,4,4,4,4,4,4,NA,4,1,3,2,1,2,2,4,3,4,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,3,2,2,1,4,2,1,3,3,2,4,2,3,4,3,3,3,3,3,3,2,1,2,1,1,1,3,1,1,1,1,1,3,3,2,2,3,2,3,3,4,4,4,4,4,3,4,1,4,1,4,4,4,1,1,3,3,2,2,3,3,3,2,2,1,2,1,1,1,1,2,2,1,1
456.6704705882353,433.4991176470588,17,2,6,6,2,5,NA,NA,2,NA,NA,NA,NA,NA,NA,10,3,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,2,3,3,1,2,1,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,4,1,5,4,1,1,1,3,3,3,1,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
478.8548,445.8591,10,2,6,5,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,3,3,2,2,2,3,3,3,2,3,4,3,2,2,2,2,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,1,2,1,1,1,2,2,1,1,1,1,1,1,1,3,3,3,1,3,2,1,3,4,4,3,4,3,3,4,1,4,3,4,3,1,3,2,2,3,3,2,3,3,2,1,2,1,2,1,1,1,2,2,1
444.33325,422.265375,8,2,4,2,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,9,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,NA,4,1,1,1,1,3,3,3,3,3,3,3,3,3,2,2,2,2,2,NA,3,1,1,1,1,1,1,1,1,1,1,1
461.9842,470.6144545454545,11,2,6,6,2,4,3,4,4,4,4,4,4,4,4,7,4,2,1,2,1,2,3,4,4,3,3,4,4,3,4,3,3,4,3,3,4,2,3,3,3,3,2,3,4,3,3,4,4,3,2,1,4,1,3,2,2,2,3,3,3,1,4,3,3,3,3,3,3,4,3,3,3,2,2,2,1,1,1,1,1,1,1,1,3,3,2,2,2,2,3,3,4,4,2,4,1,1,4,5,4,3,4,3,5,4,4,3,3,3,3,3,4,3,3,1,1,1,1,1,1,1,2,1,1,1
