medida500_L,medida500_M,n_students,p01,p02,p03_01,p03_02,p03_03,p03_04,p03_05,p04,p05_01,p05_02,p06_01,p06_02,p06_03,p06_04,p06_05,p07,p08_01,p08_02,p08_03,p08_04,p08_05,p08_06,p08_07,p08_08,p08_09,p08_10,p08_11,p08_12,p09,p10_01,p10_02,p10_03,p10_04,p10_05,p10_06,p11_01,p11_02,p11_03,p11_04,p11_05,p11_06,p11_07,p11_08,p11_09,p11_10,p11_11,p12_01,p12_02,p12_03,p12_04,p12_05,p12_06,p13_01,p13_02,p13_03,p13_04,p13_05,p13_06,p13_07,p13_08,p13_09,p13_10,p13_11,p13_12,p13_13,p13_14,p14_01,p14_02,p14_03,p14_04,p14_05,p14_06,p14_07,p14_08,p14_09,p14_10,p14_11,p15_01,p15_02,p15_03,p15_04,p15_05,p15_06,p15_07,p15_08,p15_09,p16_01,p16_02,p16_03,p16_04,p16_05,p16_06,p17_01,p17_02,p17_03,p17_04,p17_05,p17_06,p18_01,p18_02,p18_03,p18_04,p18_05,p18_06,p18_07,p18_08,p18_09,p19_01,p19_02,p19_03,p19_04,p19_05,p19_06,p19_07,p19_08,p19_09,p20_01,p20_02,p20_03,p20_04,p20_05,p20_06,p20_07,p20_08,p20_09,p21_01,p21_02,p21_03,p21_04,p21_05,p21_06,p21_07,p22_01,p22_02,p22_03,p22_04,p22_05
505.2836923076923,502.11275,40,2,1,2,2,2,2,2,2,3,2,NA,NA,NA,NA,2,1,1,2,2,1,2,2,2,2,2,2,2,2,5,NA,NA,NA,NA,NA,NA,2,4,3,2,4,4,3,4,3,4,4,2,4,4,2,3,3,5,5,7,5,7,4,4,7,7,7,5,4,4,7,1,2,2,2,2,2,2,1,1,1,1,3,3,3,3,3,3,4,4,2,2,4,4,4,4,4,5,5,3,3,2,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,3,2
501.8339347826087,511.6092765957447,47,1,1,2,2,2,2,1,2,3,1,1,1,1,1,1,1,2,3,2,2,3,2,2,2,3,1,2,2,4,3,2,3,1,1,3,3,4,3,2,3,4,4,3,4,4,4,1,3,2,1,2,3,4,3,2,7,5,5,4,3,4,3,5,7,6,5,1,2,2,2,2,2,2,2,2,2,1,3,3,3,4,3,3,3,3,2,2,3,5,4,4,3,4,3,2,3,2,3,4,3,4,4,3,3,4,4,4,1,1,1,1,1,3,1,1,1,3,3,3,2,2,3,2,2,2,2,2,2,1,1,3,3,2,2,1,3,2
479.3998235294118,457.9837058823529,17,1,1,2,1,2,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,4,3,2,3,3,1,3,1,1,2,3,2,1,1,1,1,2,2,2,1,1,1,7,7,7,7,6,7,6,6,5,7,6,4,4,5,2,2,2,1,1,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,1,2,1,4,4,4,4,4,3,1,1,1,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2
445.3755,471.92075,4,2,1,2,2,2,2,1,2,NA,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,5,4,4,3,4,4,3,1,1,1,1,1,2,2,3,2,1,1,1,1,1,1,1,1,4,4,4,4,4,5,4,4,4,4,4,3,3,4,1,2,2,2,2,2,2,1,2,1,1,4,4,3,3,3,4,4,4,3,3,2,2,2,2,3,3,3,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,2,2,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3
500.135641025641,540.511475,40,1,1,2,2,2,2,NA,2,2,2,2,2,2,2,NA,1,2,2,1,1,2,1,1,1,2,1,1,1,4,4,4,4,4,4,4,2,2,4,2,1,3,2,3,3,2,2,2,3,3,1,2,2,5,3,4,5,4,4,4,4,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,1,1,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,2,2,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,3,2,3,2
497.003046875,499.4052950819672,64,1,1,2,2,2,1,1,2,6,2,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,1,1,3,1,1,3,2,3,1,1,3,4,3,3,2,4,4,1,2,1,1,1,1,3,3,3,4,5,3,3,1,4,2,3,3,2,3,1,2,2,2,2,2,2,1,1,1,1,4,3,3,4,3,3,3,3,3,3,5,5,4,3,4,5,4,3,2,1,1,4,4,4,4,4,4,4,4,4,1,4,1,1,4,4,4,1,4,3,3,3,2,2,2,3,3,2,4,1,1,1,2,2,3,2,2,2,4,2
504.45991071428574,476.7061896551724,58,2,1,NA,NA,NA,2,NA,2,4,3,2,2,2,2,2,2,2,2,3,2,3,1,3,3,2,2,3,2,4,2,NA,4,1,1,4,3,4,3,1,NA,1,1,2,3,3,2,1,2,2,1,2,2,5,4,4,5,6,4,4,3,4,5,4,3,3,4,2,1,2,2,2,2,2,1,1,1,1,3,2,2,3,3,3,3,3,2,2,2,2,2,3,2,3,3,3,2,1,2,4,4,4,4,4,1,3,4,4,3,3,1,1,1,3,1,2,3,3,2,3,3,1,2,3,2,1,4,1,2,1,1,1,3,2,1,1,3,1
522.1962666666667,507.04828333333336,61,1,1,NA,NA,NA,2,NA,2,5,1,NA,NA,NA,NA,NA,2,2,1,2,2,3,2,2,1,1,2,2,2,1,1,1,3,1,1,3,3,3,3,1,2,3,4,2,3,4,3,1,2,2,1,2,2,6,2,5,6,5,4,4,3,3,2,5,3,3,5,2,1,2,2,1,2,2,1,2,1,1,3,2,3,4,3,3,3,2,2,1,3,2,2,2,3,3,2,2,3,2,2,1,1,1,4,1,1,1,4,4,4,1,1,1,4,4,1,4,3,3,2,2,3,2,2,2,2,2,4,1,1,1,1,2,1,2,2,1,3,1
522.080085106383,501.2180204081633,49,2,1,NA,NA,NA,NA,2,2,3,NA,1,1,1,1,1,1,2,2,1,1,3,2,2,2,2,2,2,2,1,1,1,2,1,1,2,3,1,3,2,1,4,3,4,4,4,4,1,1,1,1,1,1,2,3,2,4,5,4,3,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,1,1,1,4,4,4,4,4,4,4,4,2,3,5,4,5,5,5,5,5,2,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,4,3,4,3,3,3,4,2,1,1,1,2,3,2,1,2,3,2
440.7473409090909,449.87122222222223,46,1,5,NA,NA,NA,NA,2,2,2,1,NA,NA,NA,NA,NA,1,2,3,1,2,3,2,2,2,2,1,1,1,2,1,1,3,1,1,4,3,3,3,2,2,4,4,4,3,4,4,1,1,1,1,1,1,4,3,4,4,6,3,3,2,3,2,3,3,4,4,1,2,2,2,2,2,2,1,1,1,1,4,3,3,3,3,4,4,4,2,2,3,3,3,3,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,4,1,1,2,1,2,3,2,1,2,3,2
399.80282608695654,420.9866086956522,23,2,1,NA,NA,NA,2,NA,2,2,1,1,NA,NA,NA,NA,2,3,2,2,2,2,1,2,2,2,1,2,2,1,1,1,4,1,1,4,2,3,2,1,2,4,2,3,2,3,3,1,2,1,1,1,1,5,5,4,7,3,4,4,3,4,4,3,3,3,4,1,2,2,2,2,2,2,2,1,1,1,3,2,3,3,3,2,2,2,2,1,4,4,3,4,4,4,4,3,4,1,2,3,3,1,NA,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,NA,2,2,2,2,2
561.5240689655172,543.3927666666667,30,1,1,2,2,2,2,1,2,4,4,2,2,2,2,2,1,1,2,1,2,3,2,2,1,1,1,2,1,NA,1,2,3,1,2,3,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,5,5,5,6,6,2,5,6,1,3,3,4,1,2,2,2,2,2,2,2,1,1,1,3,3,3,3,4,3,3,3,3,2,2,3,4,3,3,4,3,2,3,2,2,1,1,1,3,2,1,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,1,3,2,2,2,2,1,1,1,4,1
503.72436111111114,478.8059166666667,72,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,4,1,1,4,3,3,3,1,1,4,4,4,4,4,4,1,1,1,1,1,1,5,4,7,6,7,6,5,3,3,3,4,4,3,6,1,2,2,2,2,2,2,1,1,1,1,4,3,4,4,4,4,4,4,3,1,4,5,4,4,4,5,4,2,3,3,3,3,4,3,3,3,2,3,3,3,3,3,4,4,4,3,3,3,4,3,3,3,4,2,2,2,2,NA,3,1,1,1,2,1,2,3,1,1,4,1
552.80958,540.8573137254901,51,2,5,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580.5662666666667,512.8690625,16,2,1,NA,NA,2,NA,NA,2,5,5,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,3,2,2,4,1,1,4,1,2,1,1,1,1,1,1,1,1,1,4,4,4,1,4,1,3,1,7,7,3,NA,3,2,2,4,1,1,1,4,2,2,2,1,1,2,2,2,1,1,1,4,4,3,4,4,4,4,4,3,2,2,2,1,1,2,5,5,1,2,1,2,1,2,1,1,2,1,1,2,2,4,4,1,1,1,1,1,1,1,3,3,2,3,1,3,3,2,2,1,1,1,1,1,1,4,4,1,1,4,1
524.0378983050848,536.4992931034483,59,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,3,2,2,1,2,2,2,2,2,1,1,3,1,1,3,2,2,4,1,2,3,2,2,2,1,1,3,2,2,1,3,4,7,4,4,3,2,4,5,3,4,4,3,3,3,4,2,2,2,2,2,2,2,1,1,1,1,3,3,3,4,3,3,3,3,2,1,3,5,2,2,4,5,4,3,4,4,1,3,3,3,4,4,1,1,4,4,1,1,1,1,1,1,1,1,1,3,2,3,3,2,2,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2
501.75415151515153,495.39128125,33,2,1,NA,NA,NA,2,NA,2,3,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,3,1,1,3,1,4,4,4,3,4,3,3,4,4,4,1,3,3,1,3,3,7,5,7,7,7,6,6,5,6,6,4,4,3,3,1,1,2,2,1,2,2,1,2,1,1,3,3,3,4,4,4,4,3,3,1,4,5,4,4,5,5,5,3,4,2,2,4,4,4,4,4,3,4,3,3,3,3,1,1,1,2,1,1,2,3,3,3,3,2,2,3,3,2,3,2,2,2,2,2,NA,2,1,1,4,1
483.20723076923076,458.98414285714284,14,2,1,2,1,2,2,1,2,3,3,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,3,3,1,1,2,2,2,3,4,4,1,1,1,1,1,1,5,4,5,6,3,5,4,2,2,2,3,2,2,3,1,1,1,2,2,2,2,1,1,1,1,4,4,3,4,4,4,3,4,3,1,3,5,3,3,3,5,4,2,3,1,1,3,3,3,4,4,3,4,4,4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,4,4,4,1,1,1,4,2
513.437,482.0239411764706,34,2,1,NA,NA,NA,2,NA,2,1,1,1,1,1,1,1,2,3,3,3,3,3,2,3,2,2,1,1,3,3,2,1,3,NA,NA,NA,2,1,4,4,1,4,4,1,3,1,1,1,3,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,1,1,1,4,4,4,4,4,4,4,4,4,2,4,5,5,5,5,5,3,4,4,1,3,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,2,2,1,3,1
506.4601967213115,483.24404918032786,63,2,1,2,NA,2,2,2,2,1,NA,1,1,1,1,1,1,1,2,1,2,3,1,2,1,1,1,1,1,3,1,1,2,1,1,2,NA,3,3,1,1,4,4,2,2,4,4,1,1,1,1,1,1,7,6,7,7,6,5,6,7,6,6,6,3,3,3,1,2,2,2,2,2,2,1,1,1,1,4,4,4,4,4,3,4,4,3,1,4,4,4,4,4,5,4,4,2,1,1,4,4,5,4,5,4,5,4,4,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,4,1,1,1,1,2,4,1,1,1,4,1
513.4846944444445,509.33468055555556,72,2,1,2,2,2,2,1,2,2,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,7,7,6,7,3,3,3,2,2,3,3,6,1,1,2,2,1,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,5,5,5,4,5,5,4,4,4,4,4,1,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,2,3,3,4,4,3,4,1,1,1,1,1,1,1,1,1,4,1
546.0304347826087,527.6658695652173,24,2,2,NA,NA,2,NA,NA,2,5,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,2,2,1,1,1,1,4,1,1,2,1,1,2,NA,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,NA,7,7,7,NA,3,3,2,2,3,1,1,1,2,1,2,1,2,2,2,2,2,2,1,1,4,4,4,4,4,4,4,4,4,2,4,4,4,4,5,5,5,4,3,1,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,2,2,2
494.39560606060604,499.21179411764706,68,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,3,2,2,3,1,1,1,2,4,1,1,4,1,1,3,3,4,2,2,4,4,4,2,2,3,4,1,2,2,1,1,1,7,7,5,7,5,4,6,2,7,6,2,5,2,4,1,2,2,2,2,2,2,1,1,1,1,4,3,3,4,3,3,4,4,2,3,3,3,4,3,4,5,5,4,5,3,3,3,4,4,3,3,1,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,3,3,3,4,1,1,1,1,1,2,2,1,1,2,1
501.4493076923077,497.2544307692308,66,2,1,NA,2,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,1,2,1,1,2,4,1,2,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,4,7,6,4,4,4,4,6,4,3,3,4,1,2,2,2,2,2,2,1,1,1,1,4,3,3,4,4,3,3,4,3,2,4,5,5,5,5,5,5,4,3,1,3,4,4,4,4,4,4,4,4,4,NA,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,3,3,1,1,4,1
587.8046,542.6490666666667,15,2,1,2,NA,2,NA,NA,2,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,3,1,1,3,1,3,1,1,3,2,2,1,1,3,1,1,2,1,1,1,1,7,6,7,7,7,7,7,7,NA,7,7,1,1,1,1,2,2,2,2,2,2,2,2,1,1,3,3,3,4,4,4,4,3,3,3,4,4,4,4,4,5,4,1,4,1,1,1,4,3,1,4,1,3,3,3,1,1,1,1,1,4,1,4,1,3,2,2,2,2,2,2,2,1,4,2,1,2,2,2,4,3,2,2,3,2
519.8275,511.90576712328766,74,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,3,2,3,2,1,1,2,3,5,1,1,2,1,1,2,4,4,1,1,1,4,4,1,2,2,2,1,2,1,1,1,1,7,5,7,7,3,6,6,3,5,4,4,5,1,3,1,2,1,2,2,2,2,2,2,1,1,3,2,3,4,4,4,4,3,3,2,3,3,1,2,2,5,5,4,4,3,3,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,1,1,1,1,3,3,2,1,1,4,1
537.0787142857142,516.613,14,2,2,NA,NA,2,NA,NA,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,4,1,2,4,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,3,3,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,2,1,2,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,3,3,3,3,NA,3,3,3,3,3,2,2,2,2,2,1,3,3,2,4,2
531.3689122807018,548.6229107142857,57,2,1,NA,NA,NA,2,NA,2,3,3,NA,NA,NA,NA,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,2,3,1,2,2,2,1,1,1,1,1,1,4,5,6,4,7,4,4,5,5,5,4,4,4,6,2,2,2,2,2,2,2,1,1,1,1,3,3,2,3,2,3,2,2,3,1,2,1,2,2,3,2,2,1,1,1,2,4,4,4,4,4,4,5,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,NA,3,2,1,1,1,1,2,3,2,2,3,2
512.3708387096774,504.16048333333333,62,1,1,2,1,2,2,2,NA,2,2,1,1,2,2,1,2,3,3,2,2,3,2,3,2,2,2,3,2,1,1,1,1,1,1,1,3,3,3,2,2,2,3,3,3,3,3,2,2,1,1,1,1,5,4,4,3,4,4,3,2,3,4,4,2,2,1,1,1,2,2,2,2,2,1,1,1,1,3,3,3,3,3,3,3,2,3,2,2,2,3,4,4,5,4,3,3,3,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,NA,3,3,3,3,3,2,2,2,2,2,2,3,2,1,3,2
568.1885161290322,569.17905,63,2,1,NA,NA,NA,2,NA,2,3,1,NA,NA,2,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,1,1,1,2,2,1,2,1,1,1,1,4,2,2,3,4,3,4,2,3,3,3,3,2,3,NA,NA,2,2,2,2,2,2,1,1,1,3,3,3,3,2,3,3,3,2,1,3,3,2,2,2,2,3,2,1,1,1,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,2,2,2,3,2,3,2,3,2,3,2,2,2,3,3,2,2,3,2
547.5924285714285,511.6928148148148,28,2,1,NA,NA,2,NA,NA,2,5,5,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,7,6,6,7,2,5,4,2,3,3,3,2,1,4,1,2,2,2,2,2,2,2,1,2,1,2,3,4,3,4,4,3,3,3,2,4,5,4,5,5,4,4,3,3,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,NA,1,1,1,1,4,1,2,2,2,1,1,2,2,2,2,2
551.5592142857143,536.2902857142857,14,2,1,NA,2,2,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,NA,1,1,1,2,2,1,2,1,1,1,1,1,4,5,4,5,4,5,5,4,4,4,3,1,1,1,2,1,1,2,1,1,2,2,1,1,1,2,3,2,3,3,3,3,3,3,3,4,4,5,4,4,4,3,1,1,1,1,3,3,3,3,3,3,3,4,4,1,1,1,1,1,1,1,1,1,2,2,2,2,NA,2,2,2,2,3,2,2,3,2,2,3,3,2,2,3,2
540.5608,533.9785,10,2,1,1,1,2,2,NA,2,2,2,2,1,1,1,1,1,1,2,1,1,3,2,2,2,1,1,2,1,5,1,1,3,1,1,3,4,4,3,1,1,3,3,4,4,4,4,1,1,1,1,1,2,7,7,4,7,NA,5,5,2,7,7,4,1,3,3,2,2,1,2,2,2,2,2,2,1,1,3,3,2,4,4,4,3,3,3,2,2,2,2,3,3,4,3,2,2,1,1,3,4,3,3,4,3,3,3,3,1,1,1,1,1,1,1,3,3,3,2,2,2,NA,3,2,2,2,4,1,NA,1,1,1,3,3,1,1,3,2
532.8428148148148,546.460925925926,27,2,1,2,2,2,2,1,2,6,2,2,1,1,1,1,NA,2,2,2,3,2,1,2,1,1,1,2,1,2,2,NA,NA,2,NA,NA,1,1,1,1,1,4,4,3,3,1,1,2,2,2,1,2,3,4,4,4,4,5,6,4,3,4,3,4,3,3,4,1,2,2,2,2,2,2,1,1,1,1,3,3,4,3,3,4,4,4,4,NA,3,2,4,4,5,4,3,2,1,3,2,4,1,1,4,1,1,1,4,4,4,1,1,1,4,1,1,1,4,3,3,3,1,1,1,2,1,3,4,1,1,2,2,2,2,3,1,1,3,1
538.33425,538.8691666666666,12,1,1,2,2,2,2,1,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,1,3,2,4,4,4,3,4,4,4,4,4,4,2,2,2,2,2,1,6,5,7,5,3,2,2,2,2,2,2,3,3,2,1,1,2,2,2,2,2,2,2,1,1,2,2,3,2,NA,3,2,3,3,2,2,2,3,3,3,2,3,3,2,2,1,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
544.7941923076924,538.5953653846154,52,1,2,NA,NA,2,NA,NA,2,6,1,NA,NA,NA,NA,NA,1,2,1,1,1,2,3,2,3,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,6,4,1,4,2,2,1,2,2,2,2,2,1,1,1,4,3,4,4,4,4,4,4,4,1,2,5,1,4,4,4,3,4,3,1,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,4,4,3,4,1,1,1,1,1,4,4,1,4,4,4
590.86308,599.92656,25,1,1,NA,NA,2,2,NA,2,NA,3,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,7,7,3,4,2,2,2,3,4,3,5,1,2,2,2,NA,2,2,2,1,1,2,3,3,4,4,3,3,3,3,4,4,5,4,5,5,4,5,4,3,4,1,2,NA,NA,4,4,4,4,4,4,5,5,4,1,1,1,5,NA,5,4,4,3,4,3,NA,3,3,3,2,4,3,2,3,2,2,3,3,NA,2,3,2
555.4483846153846,529.8972666666667,15,2,1,NA,NA,NA,2,NA,2,3,3,2,2,2,2,2,1,1,1,2,1,3,1,2,1,1,1,1,1,1,1,1,4,1,1,4,2,3,3,1,1,3,2,4,4,4,4,1,2,2,2,1,1,4,4,5,5,7,6,5,5,7,4,7,6,5,5,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,2,4,3,2,3,3,4,4,3,3,2,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,2,2,2,2,2,2,4,2,4,3,2,2,3,2,2,2,4,2
554.0529310344828,552.6905517241379,29,1,1,2,1,2,2,1,2,3,2,2,2,2,2,1,1,1,1,1,2,2,2,2,NA,1,1,1,2,1,1,2,2,1,2,2,1,2,2,1,1,3,2,1,1,3,3,1,2,1,1,1,1,4,4,3,3,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,4,3,3,4,4,4,4,4,3,1,3,3,3,3,3,4,3,3,2,1,2,4,4,3,4,4,4,4,3,4,1,1,1,1,1,4,1,1,1,3,3,3,3,3,3,2,3,2,4,1,1,1,1,1,4,4,1,1,3,1
540.1762978723405,552.8087173913044,47,1,1,2,2,NA,2,NA,2,4,2,2,2,2,2,NA,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,NA,2,1,1,1,2,2,1,1,2,7,7,7,7,6,5,5,2,2,3,6,2,2,2,1,2,2,2,1,2,2,2,1,1,1,3,2,2,3,2,2,3,3,3,1,1,2,2,2,3,2,3,2,4,1,1,4,4,4,4,4,1,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,4,1,1,1,1,2,3,2,1,1,3,1
567.6849344262295,547.2614918032787,61,1,1,2,2,2,2,1,2,5,3,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,2,3,4,3,1,2,4,4,4,4,4,4,1,2,2,1,1,2,7,7,7,7,7,6,4,3,4,6,4,3,1,3,2,2,2,2,2,2,2,2,2,1,1,3,3,3,4,4,4,4,4,3,1,2,2,2,2,2,4,3,1,2,2,1,1,1,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,2,2,2,2,2,3,2
518.9876,492.76033333333334,25,1,1,NA,NA,2,NA,NA,2,4,NA,NA,NA,NA,NA,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,NA,2,1,NA,2,1,1,2,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,6,6,3,5,3,3,2,2,2,4,2,1,2,3,1,2,2,2,NA,2,2,2,1,1,1,3,3,2,3,3,3,3,3,3,1,2,4,4,2,2,3,3,1,1,1,1,4,4,4,4,4,1,4,4,4,1,1,4,1,4,3,1,4,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,2,2,3,2
497.78299999999996,513.3166666666667,9,2,1,NA,NA,NA,2,NA,2,6,NA,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,2,2,2,2,2,5,1,1,1,2,2,2,2,2,2,1,1,4,4,4,4,4,4,4,4,3,3,4,4,5,5,5,5,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1
603.1237,592.5904,40,2,1,NA,NA,2,NA,NA,2,NA,6,NA,NA,NA,NA,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,2,1,1,1,3,1,1,1,2,2,1,3,2,4,5,5,3,5,5,3,2,4,4,3,2,1,3,1,2,2,2,2,2,2,1,1,1,1,3,3,3,4,4,3,3,3,3,1,3,4,2,2,3,4,3,2,4,3,3,1,1,1,3,1,1,3,3,3,4,3,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,4,1,1,1,1,1,4,3,1,1,4,1
