medida500_L,medida500_M,n_students,p01,p02,p03_01,p03_02,p03_03,p03_04,p03_05,p04,p05_01,p05_02,p06_01,p06_02,p06_03,p06_04,p06_05,p07_01,p07_02,p07_03,p07_04,p07_05,p07_06,p07_07,p08,p09,p10_01,p10_02,p10_03,p10_04,p10_05,p10_06,p10_07,p10_08,p10_09,p10_10,p10_11,p10_12,p11,p12_01,p12_02,p12_03,p13_01,p13_02,p13_03,p14_01,p14_02,p14_03,p14_04,p14_05,p14_06,p14_07,p14_08,p14_09,p14_10,p15_01,p15_02,p15_03,p15_04,p15_05,p15_06,p15_07,p15_08,p15_09,p15_10,p16_01,p16_02,p16_03,p16_04,p16_05,p17_01,p17_02,p17_03,p17_04,p17_05,p18_01,p18_02,p18_03,p18_04,p18_05,p18_06,p18_07,p18_08,p18_09,p18_10,p18_11,p19_01,p19_02,p19_03,p19_04,p19_05,p19_06,p20_01,p20_02,p20_03,p20_04,p20_05,p20_06,p20_07,p20_08,p20_09,p20_10,p20_11,p20_12,p20_13,p20_14,p21_01,p21_02,p21_03,p21_04,p21_05,p21_06,p21_07,p21_08,p21_09,p21_10,p21_11,p22_01,p22_02,p22_03,p22_04,p22_05,p22_06,p23_01,p23_02,p23_03,p23_04,p23_05,p23_06,p23_07,p23_08,p23_09,p24_01,p24_02,p24_03,p24_04,p24_05,p24_06,p24_07,p24_08,p24_09,p25_01,p25_02,p25_03,p25_04,p25_05,p25_06,p25_07,p26_01,p26_02,p26_03,p26_04,p26_05,p26_06,p27_01,p27_02,p27_03,p27_04,p27_05,p27_06,p27_07,p27_08,p27_09,p27_10,p27_11,p27_12
505.75445454545456,460.59445454545454,11,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,7,2,1,1,1,2,1,1,1,2,1,1,1,1,5,2,1,2,2,1,2,1,2,1,2,3,2,2,2,2,2,1,3,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,4,4,4,4,2,2,3,2,2,1,2,2,5,1,2,3,2,3,3,2,2,2,3,2,2,3,1,1,2,2,1,1,1,1,1,1,1,4,3,2,1,1,1,4,3,3,3,4,4,3,NA,NA,3,3,3,3,3,3,3,3,3,1,1,1,1,3,1,1,1,1,1,1,1,2,3,2,2,3,2,2,2,2,2,2,3,2
372.366125,361.868375,8,2,1,2,2,1,1,1,2,4,4,2,2,2,1,1,1,1,1,1,1,1,2,7,2,2,3,1,2,3,2,3,2,2,1,2,2,5,2,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,3,2,3,3,2,3,2,2,3,1,1,2,1,1,1,1,1,1,1,4,4,3,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,5,5,5,4,4,3,3,3,NA,NA,NA,NA,1,1,2,2,1,2,2,1,1,1,1,5,4,1,4,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,2,3,2,2,2,1,1,1,NA,1,1,1,1,NA,1,1,1,2,3,1,2,2,2,2,3,3,1,2,1,NA
491.2606944444444,496.30213888888886,36,2,1,2,NA,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,2,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,NA,1,2,4,1,1,1,2,1,2,2,6,3,6,7,3,4,4,4,3,3,5,4,3,5,1,2,2,2,1,2,2,1,1,1,1,4,3,4,3,2,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,4,1,NA,2,1,1,1,1,3,2,2,2,2,2,2,2,2,2,3,2
450.7944,452.8802,25,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,3,1,2,2,1,2,2,1,1,1,1,4,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,3,2,2,3,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,3,3,4,4,4,4,1,2,1,1,2,2,7,4,7,7,4,4,4,2,5,7,7,2,2,2,1,2,2,2,1,2,2,1,1,1,1,4,3,2,1,1,1,4,4,4,4,4,3,4,4,4,3,3,2,3,2,3,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,3,1,1,3,1
407.0334,399.4552,5,2,1,NA,NA,2,2,NA,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,6,2,4,3,1,2,3,1,2,2,3,1,2,1,5,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,4,2,1,4,2,1,2,2,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,3,4,3,1,1,4,3,4,4,2,1,3,2,2,2,3,3,7,4,3,7,1,7,7,2,2,5,5,3,3,5,1,2,2,2,2,2,2,1,1,1,1,3,4,2,2,1,2,3,3,2,3,3,2,2,3,3,2,2,2,2,2,1,2,2,2,2,3,4,2,3,3,3,1,1,1,1,1,1,4,2,1,1,1,1,3,2,2,2,3,2
526.75075,566.5415833333333,12,1,1,2,2,1,1,1,2,3,3,2,2,2,2,2,1,1,1,1,1,1,2,7,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,3,2,2,3,1,2,1,2,2,2,2,2,2,1,2,4,3,2,4,2,4,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,1,3,1,2,2,1,1,1,1,2,7,7,7,7,7,7,7,3,3,5,5,4,3,4,1,1,2,1,2,2,1,1,1,1,1,4,3,2,2,1,1,5,4,4,5,4,3,4,5,5,3,3,3,3,2,3,3,2,2,2,3,3,3,3,4,3,1,1,1,1,1,1,3,2,2,2,2,2,3,2,2,2,3,2
565.541037735849,535.4221320754717,53,2,1,NA,NA,NA,2,NA,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,NA,2,1,1,3,1,1,1,2,1,1,2,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,3,3,2,3,2,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,4,3,3,3,3,3,2,2,1,1,2,3,4,4,4,5,4,5,4,3,4,3,3,2,2,2,1,1,2,2,2,2,1,1,1,1,1,4,5,4,1,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,2,2,2,1
478.4487142857143,449.5227142857143,7,1,1,2,2,1,2,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,3,3,2,3,2,3,3,2,3,1,1,1,2,2,1,1,1,2,2,1,3,2,1,1,4,4,4,2,2,2,1,1,1,1,1,2,5,4,4,3,4,3,4,3,3,2,3,3,2,2,2,1,2,2,2,2,2,1,1,1,1,2,3,2,2,1,1,4,4,4,3,3,3,4,3,4,2,3,3,3,2,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,2,3,3,2,2,3,2
471.08875,452.1093846153846,13,1,1,2,2,1,1,1,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,3,1,2,2,2,1,2,2,1,1,1,3,1,1,2,1,2,1,1,1,2,1,2,1,2,2,3,3,2,4,2,3,3,2,4,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,4,1,2,2,2,2,3,2,2,2,2,5,4,2,3,2,2,2,1,3,3,3,2,3,3,1,2,1,1,2,2,2,1,2,1,1,3,4,2,2,1,1,4,4,4,4,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,4,3,4,2,1,1,1,1,2,3,2,3,2,2,2,2,2,2,2,3,3
521.2985,514.127,4,1,1,2,2,1,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,7,1,1,2,1,2,3,1,2,2,2,1,2,2,3,2,1,3,2,1,3,1,1,1,1,2,1,1,1,1,1,1,3,2,2,3,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,3,4,4,4,4,4,1,2,1,1,1,1,7,4,7,7,6,7,6,6,4,4,5,6,4,4,1,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,2,2,4,4,4,1,4,3,3,3,2,3,2,2,2,3,3,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,4,2,1,2,2,3,2,3,1,2,4,3
488.08873913043476,486.0735471698113,53,2,1,NA,NA,2,NA,NA,2,6,3,2,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,NA,3,1,3,1,1,3,1,2,1,1,1,2,1,2,2,1,1,4,3,2,3,1,4,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,2,1,2,3,2,1,1,1,1,1,1,7,2,7,7,7,4,4,3,3,3,3,2,3,2,1,2,1,2,1,2,2,1,1,1,1,5,5,4,5,1,1,4,4,4,4,3,1,1,4,4,3,3,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,2,2,3,2,1,3,2
465.4165294117647,480.8808,20,1,1,NA,NA,2,NA,NA,2,6,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,2,NA,6,2,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,4,1,2,3,1,4,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,3,NA,NA,NA,4,NA,1,2,NA,3,NA,4,6,3,NA,7,5,NA,4,2,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,5,NA,4,NA,2,1,NA,1,NA,NA,3,NA,5,NA,4,NA,3,NA,4,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,4,NA,NA,NA,3,NA
435.9555555555555,406.93344444444443,9,1,1,2,2,NA,2,NA,2,2,2,NA,NA,NA,NA,2,1,1,1,2,2,1,1,7,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,3,NA,NA,2,NA,NA,NA,NA,NA,NA,2,1,4,2,1,1,4,2,2,2,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,4,3,2,3,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,1,3,1,1,3,1
390.030625,379.1805294117647,17,1,1,2,2,1,1,1,2,6,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,2,5,2,1,3,2,1,3,2,2,2,2,2,2,1,1,1,1,2,3,2,2,3,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,3,4,3,2,4,4,3,3,4,4,4,2,4,3,2,3,4,7,4,3,6,4,3,1,2,2,3,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,5,4,5,4,1,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,1,1,1,1,4,2,2,3,1,2,3,1,1,3,4,2
449.91966666666667,563.0525,12,2,1,2,2,2,2,NA,2,4,4,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,4,2,2,3,2,2,3,1,1,1,1,2,3,1,2,1,1,1,3,1,2,3,2,4,1,2,3,1,1,2,1,1,1,1,1,1,1,1,4,2,3,1,4,4,4,4,4,4,1,1,1,1,1,1,7,5,6,6,7,7,5,4,7,5,7,5,6,5,2,2,2,2,2,2,2,2,2,1,1,5,5,3,2,1,2,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,2,4,1,2,1,1,1,1,1,1,1,4,1
465.09064705882355,531.8609411764705,17,1,1,NA,NA,NA,2,NA,2,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,3,2,2,3,2,4,3,3,2,3,3,4,2,2,3,2,2,3,1,1,1,2,1,1,1,2,1,1,2,3,1,3,3,2,3,1,3,4,1,1,1,1,1,1,1,1,1,1,4,4,3,3,2,4,4,3,4,4,4,4,4,4,4,4,3,4,5,4,5,4,6,4,4,5,6,6,5,7,3,1,2,2,2,2,2,2,1,2,1,1,5,3,2,2,1,1,3,4,3,2,2,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,2,2,2,3,2,2,2,3,2
473.781875,487.86924999999997,8,2,1,NA,2,NA,NA,NA,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,7,1,2,3,1,2,3,1,2,1,2,1,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,3,2,3,2,3,3,2,3,1,1,1,1,1,1,1,1,1,1,2,4,3,2,1,4,3,3,2,4,4,1,2,2,1,1,1,7,4,4,6,7,5,5,3,2,3,3,1,2,1,1,NA,2,2,NA,2,2,1,1,1,1,5,4,3,2,1,1,3,1,1,1,1,1,1,1,1,NA,2,2,2,2,2,2,2,1,3,1,3,1,1,1,4,1,1,1,1,1,1,4,2,2,NA,2,2,3,2,1,1,3,1
480.3822,460.3762,5,1,1,2,2,1,2,1,2,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,1,1,1,1,2,3,2,2,3,2,3,2,2,3,1,1,2,1,1,1,1,1,1,2,2,3,4,1,1,4,2,2,3,4,3,1,1,1,1,1,1,5,3,6,4,4,4,4,4,4,3,4,2,2,3,2,2,2,2,2,2,2,2,2,1,1,3,3,2,NA,NA,NA,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,2,2,2,2,2,2,3,2,2,3,2
427.6569333333333,453.866,15,1,1,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,5,2,1,4,2,1,4,1,1,1,1,1,1,1,1,1,1,3,3,2,2,3,2,3,2,2,3,1,1,2,1,1,1,1,1,1,1,2,4,4,1,1,4,4,4,4,4,4,1,1,1,1,1,1,3,2,3,4,4,4,4,2,2,2,3,1,1,3,1,2,1,1,1,2,2,2,1,1,1,2,3,2,2,1,1,3,4,4,1,1,2,1,4,1,3,3,2,2,3,3,2,3,3,1,1,1,1,2,1,2,2,1,1,2,1,2,3,2,3,2,2,3,2,3,3,3,3,2
493.2115714285714,461.062,7,1,1,NA,2,NA,NA,NA,2,5,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,4,2,2,3,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,4,4,4,4,4,1,3,2,1,1,1,7,2,2,7,3,7,7,3,3,3,3,1,2,7,2,2,2,2,2,2,1,2,2,1,1,4,4,3,3,1,1,4,4,1,4,1,4,4,4,4,4,4,4,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,4,1,1,1,1,1,3,1,1,1,3,1
502.158,558.99825,4,2,1,NA,NA,NA,2,NA,2,5,2,2,2,2,NA,NA,1,2,2,1,1,1,1,7,2,2,1,1,2,2,2,1,2,2,1,1,2,5,2,1,2,1,1,3,1,2,1,2,2,2,1,1,1,1,2,3,2,3,3,2,3,2,3,3,1,1,2,1,1,1,1,1,1,2,1,4,4,1,1,4,1,4,4,4,4,2,2,2,2,2,2,6,3,4,7,4,5,7,3,4,6,7,4,5,7,1,2,2,2,2,2,2,2,2,1,1,4,3,2,2,1,3,4,4,4,4,4,1,4,4,4,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,4,4
522.147909090909,518.5444545454545,11,2,1,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,2,2,1,2,4,4,3,2,2,2,1,2,5,2,2,4,2,2,4,2,2,1,2,2,3,2,2,1,2,1,3,2,4,3,1,3,2,4,3,1,1,2,1,1,1,1,1,1,2,3,4,3,1,1,4,3,2,3,3,2,1,1,1,2,1,1,7,4,3,7,7,3,4,3,4,4,7,3,2,4,1,1,2,2,2,2,2,2,1,1,1,5,4,5,3,1,2,4,4,4,5,4,1,1,4,4,4,3,3,4,4,3,3,3,3,4,1,3,3,3,3,1,2,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,4,1
431.8973846153846,460.5607692307692,13,2,5,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,2,1,3,1,3,2,2,1,2,2,4,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,2,3,2,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,4,4,4,4,4,4,3,2,3,2,2,3,7,7,4,7,4,4,4,3,4,3,5,7,4,4,1,2,1,2,2,2,1,1,1,1,1,4,2,1,1,3,1,3,4,4,4,4,3,4,4,4,3,3,3,3,3,3,2,2,2,1,1,1,1,1,4,4,1,1,1,1,1,1,4,2,2,NA,2,2,3,3,2,2,3,2
487.597125,532.882125,8,1,1,2,2,2,2,NA,2,4,1,1,1,1,1,1,2,1,1,1,1,1,1,5,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,3,1,1,1,1,1,1,6,7,6,7,6,6,6,5,6,6,6,6,5,6,1,2,2,2,2,2,2,1,2,1,1,4,4,3,3,2,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,1,1,1,1,1,1,3,2,2,2,2,3,2,3,2,2,2,2
506.3102222222222,445.39944444444444,9,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,1,1,1,1,1,2,2,7,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,3,1,1,3,1,2,1,2,2,2,1,2,2,1,1,3,1,1,1,1,3,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,1,3,3,1,1,4,3,4,2,1,1,1,1,1,1,1,1,7,2,2,7,4,6,4,3,3,4,4,4,3,3,1,1,2,2,1,2,2,NA,2,1,1,3,3,3,3,2,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,2,4,1,1,1,1,1,2,3,1,1,3,1
540.2900999999999,511.54595,20,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,4,1,2,1,1,1,2,1,1,2,1,2,3,3,2,3,2,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,4,3,4,4,4,4,1,2,1,1,1,1,7,2,2,NA,4,4,2,2,4,3,NA,2,2,2,NA,NA,NA,1,NA,2,2,1,1,1,NA,3,3,1,1,1,1,4,1,1,4,4,4,4,3,4,3,3,3,3,2,3,2,3,3,NA,4,2,2,1,1,1,1,2,2,2,NA,2,4,2,3,2,2,2,3,2,2,2,3,2
524.77612,513.52736,25,2,1,2,2,1,1,1,2,6,6,2,2,2,2,2,1,1,2,1,1,1,1,7,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,4,5,1,4,5,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,3,4,2,1,1,2,1,2,2,4,4,1,1,1,1,1,1,3,2,3,2,3,3,3,2,2,3,4,2,2,3,2,2,2,2,2,2,2,2,2,1,1,4,3,3,3,1,1,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,2,2,1,2,3,2,3,2,2,1,2,2,2,2,2,2
502.20015384615385,487.032037037037,27,1,1,NA,NA,NA,2,NA,2,2,1,1,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,4,4,5,4,4,5,2,2,2,2,2,2,1,2,1,1,2,3,3,2,3,2,3,3,2,3,1,1,1,1,1,1,1,1,1,1,3,4,2,2,1,4,3,2,2,3,4,1,2,2,1,1,1,5,4,5,6,6,6,6,5,6,6,6,5,5,6,2,1,2,2,2,2,2,2,1,1,1,4,4,5,4,5,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,1,2,2,2,2,2,4,2,2,1,1,2,2,2,1,2,3,2
511.359375,503.6855625,16,2,1,NA,NA,2,NA,NA,2,5,3,NA,NA,NA,NA,2,1,1,2,1,1,1,1,7,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,4,1,1,4,1,2,1,2,2,NA,1,2,2,1,2,3,2,2,3,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,2,2,1,2,1,1,1,1,4,4,5,5,1,5,4,3,4,3,4,4,4,5,1,2,2,2,NA,2,2,1,1,1,1,3,3,2,2,1,1,5,5,5,5,4,4,5,4,5,4,4,3,3,3,4,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1,2,4,1,2,2,2,2,3,3,2,1,4,1
484.6644912280702,495.06427586206894,58,2,1,NA,NA,NA,NA,2,2,2,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,3,3,2,2,3,2,2,1,2,1,1,1,2,1,2,2,1,3,2,2,2,2,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,4,3,3,2,3,3,1,2,1,7,7,5,5,4,4,4,3,4,4,3,4,3,2,1,2,2,2,1,2,2,1,1,1,1,4,3,3,1,1,2,4,4,4,4,4,1,4,4,4,3,3,3,3,3,3,3,3,3,5,NA,1,4,1,1,1,1,2,1,1,1,1,3,1,1,2,2,2,3,2,2,1,3,2
467.0518333333333,454.63325,12,1,1,NA,NA,2,NA,NA,2,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,3,1,2,2,1,2,1,1,1,2,1,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,1,2,2,3,2,2,3,2,3,2,2,3,1,1,1,1,1,1,1,1,1,2,2,4,3,3,1,4,3,4,4,3,3,1,2,1,1,2,1,5,3,4,5,5,4,4,3,3,3,4,3,5,4,1,2,2,2,2,2,2,1,1,1,1,4,4,3,4,1,1,4,4,4,4,4,4,4,4,4,3,3,3,2,2,3,3,3,2,1,1,1,1,1,1,1,1,2,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2
536.5485,526.4806428571428,14,2,1,NA,NA,NA,2,NA,2,4,3,NA,NA,NA,NA,2,1,2,2,1,1,1,1,7,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,6,2,2,6,1,2,1,1,2,2,2,1,2,1,3,3,2,2,3,2,3,2,2,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,1,4,4,4,3,3,3,1,1,1,1,1,1,2,2,4,4,5,5,4,3,3,3,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,3,1,2,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,1,1,3,2,2,2,2,2,3,3,2,2,3,2
526.12175,553.720375,8,2,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,7,1,1,1,1,1,2,2,1,2,1,1,1,1,5,2,2,5,1,2,5,1,1,1,1,1,1,1,1,1,1,3,3,2,1,3,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,3,3,3,4,4,1,1,1,1,1,1,NA,3,4,4,3,4,4,3,4,3,4,2,2,2,1,1,2,2,2,2,2,2,1,1,1,5,4,2,2,1,1,4,4,4,4,4,5,5,4,5,4,4,3,3,3,4,4,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,4,3,1,1,4,1
485.1813333333333,457.38497222222225,37,1,1,2,2,1,1,1,2,4,4,2,2,2,2,2,1,1,1,1,2,1,1,7,1,2,2,2,2,2,1,1,1,1,1,1,1,3,2,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,3,2,2,3,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,3,4,4,2,1,3,2,4,4,4,3,1,1,1,1,1,1,3,2,3,3,3,4,3,2,2,3,3,2,2,3,1,2,1,2,2,2,2,1,1,1,1,3,3,2,1,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,4,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
517.2921111111111,485.04977777777776,18,1,1,2,2,1,1,1,2,6,6,2,2,2,2,2,1,2,2,1,1,1,1,7,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,5,2,2,5,1,2,2,1,2,2,2,2,2,1,1,3,1,2,3,2,3,1,2,3,NA,NA,2,NA,NA,NA,NA,NA,NA,2,1,1,3,4,1,4,4,4,4,1,2,1,1,1,1,1,1,3,2,3,2,3,3,3,2,2,3,4,2,2,3,2,2,2,2,2,2,2,2,2,1,1,4,3,3,3,1,1,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,2,2,1,2,3,2,3,2,2,1,2,2,2,NA,2,2
497.573,498.2676533333333,76,2,1,NA,NA,2,NA,NA,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,1,5,2,2,5,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,3,4,4,4,4,4,1,1,1,1,1,1,7,7,7,7,5,4,4,3,4,3,3,3,NA,3,1,NA,2,2,2,2,2,1,1,1,1,4,3,3,1,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,4,2,2,2,2,3,2,2,2,2,3,2
497.6851818181818,504.188303030303,33,1,1,2,NA,NA,2,NA,2,5,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,5,3,3,6,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,6,6,6,5,6,6,6,5,5,5,6,2,2,2,2,2,2,2,2,2,2,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
