variable,PC1,PC2,PC3
socioemotional_learning,0.11592061596926323,99.85935146674666,0.024727917284038895
academic_lang,49.91530663596887,0.1238637697265747,49.96082959430455
academic_math,49.968772748061866,0.016784763526727486,50.01444248841139
