component,eigenvalue,variance_pct,cumulative_pct
PC1,1.6790300624169852,55.967668747226206,55.967668747226206
PC2,0.9993797484111431,33.312658280367494,89.2803270275937
PC3,0.3215901891722268,10.719672972406292,99.99999999999999
