medida500_l,medida500_m,grade
546.221,464.824,6to
532.588,459.529,6to
502.28,474.78,6to
514.452,562.758,6to
651.266,783.551,6to
516.947,492.503,6to
565.148,562.758,6to
551.637,410.95,6to
438.498,358.7,6to
365.405,325.796,6to
473.493,432.698,6to
532.588,694.019,6to
375.63,408.338,6to
502.219,444.136,6to
546.221,481.77,6to
551.637,551.602,6to
544.638,557.251,6to
475.319,492.503,6to
470.511,401.559,6to
500.515,551.602,6to
464.303,424.507,6to
502.219,528.443,6to
434.116,401.559,6to
515.852,602.723,6to
488.465,548.637,6to
546.221,590.437,6to
515.852,551.602,6to
489.499,492.927,6to
573.791,633.79,6to
617.427,771.4059999999998,6to
502.28,585.353,6to
533.136,633.79,6to
514.452,626.094,6to
604.16,638.38,6to
529.606,557.251,6to
725.758,689.006,6to
427.483,564.1,6to
447.384,464.824,6to
604.16,694.019,6to
544.638,457.481,6to
516.947,528.443,6to
514.452,464.824,6to
515.852,459.529,6to
324.446,440.747,6to
447.384,401.559,6to
458.886,551.602,6to
419.084,464.966,6to
437.159,428.532,6to
473.493,499.564,6to
551.637,476.192,6to
476.84,474.78,6to
449.879,492.503,6to
574.399,511.567,6to
502.28,557.251,6to
573.791,509.873,6to
617.427,626.094,6to
515.852,511.567,6to
451.583,492.927,6to
573.791,571.514,6to
458.886,459.529,6to
529.606,557.251,6to
424.257,363.784,6to
447.384,464.824,6to
532.588,551.602,6to
438.498,492.927,6to
557.723,495.257,6to
589.614,644.24,6to
506.723,545.954,6to
641.102,699.033,6to
570.626,517.993,6to
519.26,702.704,6to
420.301,398.17,6to
479.153,442.442,6to
519.808,494.974,6to
611.524,579.563,6to
477.145,548.284,6to
536.909,522.935,6to
519.26,488.337,6to
515.791,629.413,6to
552.794,644.24,6to
436.246,477.675,6to
510.252,437.711,6to
589.006,598.133,6to
505.018,599.687,6to
644.023,548.284,6to
612.802,758.485,6to
592.353,602.44,6to
456.209,470.967,6to
686.443,700.586,6to
534.414,581.893,6to
502.888,516.863,6to
690.277,622.422,6to
575.799,421.33,6to
553.524,597.215,6to
464.912,518.84,6to
490.047,418.435,6to
483.231,485.936,6to
533.014,545.954,6to
641.102,664.717,6to
461.503,455.787,6to
464.912,619.245,6to
450.305,602.017,6to
612.802,522.935,6to
493.577,545.954,6to
426.752,477.816,6to
512.93,564.029,6to
551.029,534.021,6to
542.934,582.599,6to
493.272,476.334,6to
560.706,563.606,6to
641.102,616.562,6to
570.626,617.48,6to
551.029,667.965,6to
490.047,516.863,6to
536.909,442.442,6to
538.309,547.295,6to
554.498,472.027,6to
464.912,476.334,6to
519.808,528.796,6to
456.209,531.973,6to
526.076,517.993,6to
489.743,488.337,6to
420.301,470.332,6to
690.277,670.224,6to
419.084,375.222,6to
538.309,437.711,6to
487.369,487.702,6to
491.386,599.687,6to
573.791,571.514,6to
768.604,786.446,6to
686.93,776.8429999999998,6to
551.637,509.873,6to
546.221,499.564,6to
476.84,320.995,6to
403.139,478.876,6to
617.427,626.094,6to
445.558,476.192,6to
680.357,621.363,6to
502.219,509.873,6to
514.452,448.514,6to
574.399,783.551,6to
486.7,539.316,6to
604.16,694.019,6to
603.003,585.353,6to
573.791,571.514,6to
617.427,590.437,6to
500.515,530.773,6to
603.003,557.251,6to
502.219,475.91,6to
473.493,539.316,6to
551.637,602.723,6to
632.947,557.251,6to
346.599,325.796,6to
529.606,681.804,6to
532.588,783.551,6to
410.137,408.338,6to
488.465,509.873,6to
329.802,360.889,6to
502.28,557.251,6to
649.501,778.255,6to
664.472,771.4059999999998,6to
551.637,551.602,6to
680.357,557.251,6to
460.469,432.698,6to
727.889,575.044,6to
438.498,392.168,6to
649.501,633.79,6to
432.108,410.95,6to
476.84,457.481,6to
437.159,492.503,6to
500.271,562.758,6to
651.266,602.723,6to
602.943,689.006,6to
546.221,626.094,6to
532.588,551.602,6to
464.303,408.338,6to
396.931,475.91,6to
533.136,598.627,6to
617.427,499.564,6to
486.091,493.491,6to
410.137,474.78,6to
533.136,459.882,6to
405.999,316.053,6to
551.637,360.889,6to
561.253,512.344,6to
437.159,548.637,6to
574.399,575.044,6to
603.003,557.251,6to
462.477,475.91,6to
587.788,590.437,6to
651.266,694.019,6to
603.003,585.353,6to
516.947,459.882,6to
500.271,626.094,6to
580.181,557.251,6to
449.879,459.882,6to
473.493,385.814,6to
574.399,575.044,6to
515.608,474.78,6to
488.465,571.514,6to
447.384,353.122,6to
478.057,518.84,6to
403.078,375.081,6to
612.802,704.328,6to
506.723,459.882,6to
469.963,486.572,6to
461.503,533.032,6to
529.058,602.017,6to
450.244,538.116,6to
592.353,625.176,6to
611.524,616.562,6to
401.069,517.993,6to
569.835,534.021,6to
529.058,501.47,6to
464.912,442.442,6to
539.831,472.027,6to
745.234,667.965,6to
592.596,582.599,6to
483.231,534.233,6to
480.188,652.149,6to
589.006,597.215,6to
474.588,419.988,6to
505.018,456.281,6to
614.81,548.284,6to
589.614,553.509,6to
546.586,494.974,6to
410.563,470.967,6to
365.405,428.532,6to
564.418,569.113,6to
500.515,511.567,6to
544.638,457.481,6to
551.637,571.514,6to
551.637,571.514,6to
529.606,464.824,6to
472.337,443.148,6to
514.452,509.378,6to
551.637,492.503,6to
551.637,493.491,6to
405.025,460.376,6to
502.219,475.91,6to
741.034,771.4059999999998,6to
597.465,618.186,6to
502.28,557.251,6to
437.159,444.136,6to
546.221,562.758,6to
632.947,621.363,6to
533.136,475.91,6to
486.7,432.698,6to
445.558,459.529,6to
680.357,677.426,6to
462.477,428.532,6to
486.7,401.559,6to
486.091,493.491,6to
373.743,268.109,6to
574.399,551.602,6to
529.606,492.927,6to
573.791,689.006,6to
500.271,385.814,6to
388.532,300.307,6to
515.608,492.927,6to
475.319,475.91,6to
500.271,518.557,6to
515.852,511.567,6to
546.221,590.437,6to
551.637,783.551,6to
640.128,589.025,6to
568.739,552.591,6to
587.788,771.4059999999998,6to
551.637,602.723,6to
632.947,585.353,6to
473.493,518.557,6to
532.588,476.192,6to
529.606,440.747,6to
551.637,689.006,6to
587.788,518.557,6to
500.515,602.723,6to
467.894,415.399,6to
326.967,297.519,6to
529.606,464.824,6to
486.091,455.151,6to
580.181,585.353,6to
516.947,475.91,6to
301.685,432.698,6to
532.588,551.602,6to
502.28,457.481,6to
488.465,509.873,6to
373.743,369.786,6to
516.947,548.637,6to
373.743,353.122,6to
458.886,476.192,6to
515.608,457.481,6to
551.637,598.627,6to
420.423,562.758,6to
544.638,492.927,6to
475.319,444.136,6to
565.148,590.437,6to
388.532,378.117,6to
561.253,533.526,6to
533.136,548.637,6to
515.852,551.602,6to
515.608,492.927,6to
551.637,475.91,6to
354.572,268.109,6to
472.337,410.95,6to
375.63,340.624,6to
396.931,428.532,6to
500.271,481.77,6to
561.253,677.426,6to
462.477,528.443,6to
447.384,417.093,6to
532.588,575.044,6to
561.253,677.426,6to
449.879,444.136,6to
546.221,481.77,6to
438.498,440.747,6to
437.159,459.882,6to
473.493,562.758,6to
388.532,378.117,6to
561.253,533.526,6to
381.959,412.927,6to
486.7,539.316,6to
451.583,457.481,6to
529.606,539.316,6to
458.886,575.044,6to
394.009,424.507,6to
551.637,598.627,6to
592.353,545.954,6to
441.846,454.798,6to
418.11,517.993,6to
569.835,581.893,6to
477.145,516.863,6to
536.909,553.509,6to
496.011,346.555,6to
611.524,563.041,6to
539.831,472.027,6to
592.414,757.567,6to
574.034,564.877,6to
400.826,442.442,6to
480.188,528.796,6to
641.102,563.041,6to
762.518,755.378,6to
569.835,565.3,6to
515.791,470.332,6to
479.153,507.684,6to
592.353,563.606,6to
510.252,638.451,6to
570.626,487.702,6to
668.793,549.413,6to
690.581,739.421,6to
642.928,758.485,6to
575.799,545.954,6to
524.007,486.572,6to
500.089,548.284,6to
505.018,581.893,6to
529.058,582.599,6to
536.909,553.509,6to
633.616,652.149,6to
611.524,616.562,6to
570.626,509.873,6to
621.931,599.687,6to
502.888,501.47,6to
552.794,585.777,6to
493.577,459.882,6to
611.524,664.717,6to
515.791,436.934,6to
570.139,603.288,6to
533.014,511.92,6to
469.963,563.041,6to
500.089,487.702,6to
569.835,534.021,6to
450.305,470.332,6to
592.353,528.796,6to
538.309,501.823,6to
686.443,665.988,6to
592.414,702.704,6to
502.888,582.599,6to
493.272,442.442,6to
663.012,625.176,6to
641.102,664.717,6to
487.369,564.029,6to
534.414,641.416,6to
515.791,501.47,6to
570.139,553.509,6to
519.808,687.1,6to
510.252,547.295,6to
762.518,639.58,6to
477.145,516.863,6to
507.453,476.334,6to
518.286,482.265,6to
589.006,547.295,6to
611.037,517.993,6to
668.793,518.84,6to
464.912,403.254,6to
519.808,494.974,6to
611.037,455.787,6to
505.018,420.482,6to
477.145,501.47,6to
570.139,538.116,6to
592.353,511.92,6to
496.802,399.159,6to
762.518,617.48,6to
478.057,420.482,6to
529.058,516.863,6to
546.586,563.606,6to
410.563,419.353,6to
512.93,399.512,6to
478.057,420.482,6to
450.305,398.17,6to
612.802,553.509,6to
560.706,494.974,6to
426.752,376.211,6to
467.529,419.423,6to
592.414,518.84,6to
463.999,418.435,6to
493.272,380.094,6to
611.037,665.988,6to
592.414,581.893,6to
557.784,486.078,6to
570.139,492.221,6to
533.014,602.44,6to
441.846,486.572,6to
640.067,533.032,6to
357.067,488.337,6to
463.999,454.092,6to
690.277,585.777,6to
575.799,563.606,6to
570.139,597.215,6to
570.626,548.284,6to
574.034,602.017,6to
450.244,476.334,6to
493.577,421.33,6to
392.731,486.572,6to
500.089,548.284,6to
621.931,503.659,6to
572.695,576.88,6to
427.604,451.197,6to
410.563,454.798,6to
500.089,548.284,6to
745.234,503.659,6to
574.034,564.877,6to
493.272,380.094,6to
506.723,528.796,6to
538.309,531.973,6to
458.886,459.529,6to
410.989,459.882,6to
390.601,335.399,6to
352.625,300.307,6to
489.499,474.78,6to
331.628,385.814,6to
500.515,476.192,6to
544.638,474.78,6to
381.959,428.532,6to
420.423,268.109,6to
632.947,621.363,6to
381.959,397.111,6to
388.532,394.71,6to
375.63,272.487,6to
346.599,345.637,6to
420.423,401.559,6to
458.886,342.672,6to
389.384,269.522,6to
381.959,241.843,6to
447.384,335.399,6to
371.735,378.117,6to
451.583,492.927,6to
533.136,528.443,6to
514.452,771.4059999999998,6to
486.091,493.491,6to
580.181,533.526,6to
437.159,459.882,6to
460.469,518.557,6to
604.16,638.38,6to
476.84,474.78,6to
533.136,571.514,6to
460.469,499.564,6to
651.266,511.567,6to
561.253,621.363,6to
725.758,689.006,6to
434.116,432.698,6to
388.532,322.76,6to
529.606,474.78,6to
602.943,574.974,6to
565.148,499.564,6to
472.337,511.567,6to
529.606,512.344,6to
649.501,633.79,6to
388.532,394.71,6to
529.606,492.927,6to
396.931,548.637,6to
500.271,464.824,6to
472.337,511.567,6to
515.608,767.24,6to
602.943,548.637,6to
529.606,499.564,6to
445.558,511.567,6to
561.253,585.353,6to
533.136,528.443,6to
500.271,590.437,6to
727.889,783.551,6to
489.499,585.353,6to
573.791,571.514,6to
472.337,394.71,6to
502.28,424.507,6to
551.637,598.627,6to
486.7,562.758,6to
445.558,427.049,6to
424.805,492.927,6to
551.637,492.503,6to
483.231,420.553,6to
611.159,563.606,6to
553.524,547.295,6to
526.076,580.481,6to
534.414,488.337,6to
477.145,465.531,6to
612.802,538.116,6to
592.353,625.176,6to
510.252,486.572,6to
640.067,598.133,6to
592.414,549.413,6to
463.999,436.934,6to
464.912,423.73,6to
546.586,652.149,6to
469.963,470.967,6to
447.932,502.953,6to
592.414,641.416,6to
589.614,507.684,6to
493.577,477.675,6to
611.159,625.176,6to
510.252,419.353,6to
640.067,564.029,6to
478.057,503.659,6to
574.034,828.246,6to
589.614,507.684,6to
506.723,545.954,6to
469.963,419.353,6to
570.626,617.48,6to
464.912,439.052,6to
529.058,548.284,6to
589.614,459.882,6to
493.577,528.796,6to
553.524,437.711,6to
762.518,683.287,6to
303.389,472.591,6to
435.82,454.092,6to
478.057,503.659,6to
690.277,585.777,6to
493.577,528.796,6to
641.102,597.215,6to
569.835,581.893,6to
490.047,516.863,6to
589.614,622.422,6to
570.139,664.717,6to
621.931,488.337,6to
529.058,602.017,6to
493.272,538.116,6to
493.577,511.92,6to
641.102,699.033,6to
686.443,598.133,6to
668.793,846.745,6to
515.791,532.326,6to
536.909,585.777,6to
519.808,511.92,6to
560.706,563.606,6to
611.524,470.967,6to
526.076,533.032,6to
551.029,549.413,6to
515.791,486.078,6to
479.153,492.221,6to
482.561,482.265,6to
496.802,454.798,6to
447.932,399.512,6to
621.931,439.052,6to
490.047,548.284,6to
450.244,507.684,6to
611.524,579.563,6to
539.831,517.993,6to
668.793,598.416,6to
690.581,582.599,6to
589.614,492.221,6to
506.723,477.675,6to
664.472,626.094,6to
544.638,440.747,6to
488.465,492.503,6to
486.7,681.804,6to
532.588,694.019,6to
690.277,847.028,6to
575.799,582.246,6to
764.466,638.451,6to
628.321,630.895,6to
551.029,581.893,6to
644.023,739.421,6to
589.614,644.24,6to
663.012,652.149,6to
496.802,547.295,6to
762.518,580.481,6to
551.029,488.337,6to
574.034,624.046,6to
663.255,766.9579999999999,6to
546.586,494.974,6to
611.524,597.215,6to
474.588,533.032,6to
569.835,619.245,6to
529.058,624.046,6to
767.0829999999999,704.328,6to
466.372,494.974,6to
570.139,638.451,6to
762.518,617.48,6to
438.194,456.281,6to
690.581,828.246,6to
767.0829999999999,644.24,6to
709.752,625.176,6to
641.102,597.215,6to
554.498,700.586,6to
478.057,581.893,6to
592.596,828.246,6to
589.614,644.24,6to
592.353,831.282,6to
551.029,581.893,6to
502.888,415.257,6to
464.912,507.684,6to
519.808,625.176,6to
469.963,501.823,6to
640.067,755.378,6to
451.644,518.84,6to
490.047,501.47,6to
536.909,507.684,6to
546.586,528.796,6to
524.007,547.295,6to
589.006,548.284,6to
393.827,349.309,6to
515.791,454.092,6to
536.909,507.684,6to
466.372,511.92,6to
410.563,376.211,6to
433.569,472.027,6to
592.414,456.281,6to
614.81,624.046,6to
552.794,553.509,6to
410.563,454.798,6to
570.626,517.993,6to
551.029,702.704,6to
477.145,532.326,6to
380.681,380.094,6to
546.586,652.149,6to
488.465,475.91,6to
473.493,401.559,6to
432.108,476.192,6to
529.606,512.344,6to
602.943,633.79,6to
460.469,417.093,6to
432.108,378.117,6to
419.084,445.195,6to
324.081,509.873,6to
617.427,539.316,6to
472.337,575.044,6to
464.303,424.507,6to
458.886,511.567,6to
394.009,492.927,6to
516.947,598.627,6to
473.493,518.557,6to
532.588,394.71,6to
502.28,474.78,6to
437.159,475.91,6to
390.601,369.786,6to
592.596,582.599,6to
570.139,644.24,6to
786.071,718.097,6to
534.414,549.413,6to
570.139,492.221,6to
560.706,494.974,6to
570.139,531.973,6to
539.831,548.284,6to
621.931,641.416,6to
589.614,622.422,6to
480.188,511.92,6to
570.139,547.295,6to
707.744,615.362,6to
592.414,549.413,6to
557.784,501.47,6to
493.577,625.176,6to
538.309,563.041,6to
592.414,641.416,6to
477.145,501.47,6to
552.794,522.935,6to
568.374,589.378,6to
553.524,597.215,6to
512.93,548.284,6to
534.414,599.687,6to
542.934,582.599,6to
612.802,538.116,6to
560.706,545.954,6to
764.466,638.451,6to
574.034,548.284,6to
436.246,441.241,6to
483.474,531.973,6to
589.006,665.988,6to
534.414,488.337,6to
574.034,602.017,6to
400.826,538.116,6to
506.723,441.241,6to
553.524,597.215,6to
762.518,755.378,6to
505.018,472.591,6to
529.058,532.326,6to
552.794,553.509,6to
638.728,527.242,6to
483.474,470.967,6to
554.741,501.611,6to
519.26,488.337,6to
477.145,470.332,6to
536.909,507.684,6to
611.159,625.176,6to
589.006,579.563,6to
500.089,598.133,6to
668.793,599.687,6to
502.888,564.877,6to
642.928,585.777,6to
519.808,511.92,6to
426.752,437.711,6to
570.626,502.953,6to
529.058,578.998,6to
589.614,507.684,6to
592.353,652.149,6to
512.93,502.953,6to
519.26,518.84,6to
592.596,533.315,6to
612.802,569.325,6to
469.963,579.563,6to
640.067,755.378,6to
464.912,456.281,6to
515.791,436.934,6to
521.877,538.116,6to
480.188,545.954,6to
570.139,664.717,6to
640.067,665.988,6to
505.018,549.413,6to
450.305,516.863,6to
570.139,603.288,6to
466.372,421.33,6to
524.007,547.295,6to
539.831,419.988,6to
569.835,581.893,6to
614.81,684.84,6to
519.808,477.675,6to
641.102,616.562,6to
686.443,548.284,6to
534.414,518.84,6to
529.058,532.326,6to
450.244,476.334,6to
496.802,501.823,6to
640.067,665.988,6to
521.877,585.777,6to
668.793,757.567,6to
542.934,684.84,6to
493.272,553.509,6to
611.159,831.282,6to
687.964,842.226,6to
762.518,755.378,6to
551.029,702.704,6to
690.581,828.246,6to
589.614,670.224,6to
436.246,399.653,6to
641.102,842.226,6to
611.037,564.029,6to
464.912,599.687,6to
766.839,684.84,6to
767.0829999999999,704.328,6to
493.577,477.675,6to
538.309,563.041,6to
686.443,665.988,6to
519.26,641.416,6to
644.023,624.046,6to
642.928,758.485,6to
533.014,494.974,6to
589.006,638.451,6to
611.037,700.586,6to
621.931,565.3,6to
592.596,828.246,6to
642.928,758.485,6to
588.945,652.149,6to
687.964,699.033,6to
640.067,564.029,6to
551.029,488.337,6to
574.034,582.599,6to
589.614,585.777,6to
642.928,603.288,6to
506.723,602.44,6to
553.524,579.563,6to
762.518,665.988,6to
551.029,667.965,6to
614.81,516.863,6to
493.272,553.509,6to
560.706,687.1,6to
611.524,699.033,6to
570.626,700.586,6to
592.414,599.687,6to
690.581,739.421,6to
642.928,622.422,6to
575.799,625.176,6to
641.102,842.226,6to
519.26,549.413,6to
574.034,532.326,6to
642.928,704.328,6to
592.353,582.246,6to
570.139,753.472,6to
589.006,700.586,6to
569.835,549.413,6to
574.034,684.84,6to
642.928,670.224,6to
633.616,652.149,6to
589.006,638.451,6to
611.037,564.029,6to
668.793,702.704,6to
592.596,650.383,6to
600.63,653.773,6to
500.089,455.787,6to
551.029,488.337,6to
574.034,684.84,6to
690.277,622.422,6to
611.159,625.176,6to
687.964,842.226,6to
474.588,580.481,6to
621.931,757.567,6to
690.581,739.421,6to
612.802,622.422,6to
480.188,528.796,6to
524.007,547.295,6to
686.443,533.032,6to
621.931,702.704,6to
614.81,739.421,6to
536.909,507.684,6to
633.616,602.44,6to
510.252,638.451,6to
640.067,844.41499999999985,6to
745.234,667.965,6to
515.791,828.246,6to
568.8,681.027,6to
592.353,831.282,6to
611.524,563.041,6to
640.067,700.586,6to
533.014,511.92,6to
570.139,547.295,6to
640.067,700.586,6to
534.414,581.893,6to
529.058,602.017,6to
521.877,553.509,6to
533.014,511.92,6to
611.524,579.563,6to
589.006,548.284,6to
491.386,518.84,6to
557.784,532.326,6to
612.802,670.224,6to
575.799,582.246,6to
641.102,516.863,6to
611.037,564.029,6to
491.386,503.659,6to
614.81,624.046,6to
521.877,569.325,6to
611.159,494.974,6to
570.139,547.295,6to
611.037,472.027,6to
592.414,503.659,6to
543.908,585.424,6to
611.159,652.149,6to
570.139,597.215,6to
539.831,548.284,6to
424.196,488.337,6to
611.159,687.1,6to
687.964,664.717,6to
640.067,564.029,6to
621.931,641.416,6to
477.145,602.017,6to
442.332,485.936,6to
480.188,511.92,6to
570.139,501.823,6to
570.626,598.133,6to
534.414,534.021,6to
557.784,436.934,6to
570.139,507.684,6to
466.372,477.675,6to
570.139,563.041,6to
686.443,502.953,6to
551.029,619.245,6to
592.596,739.421,6to
479.153,492.221,6to
506.723,477.675,6to
538.309,516.863,6to
762.518,533.032,6to
614.81,564.877,6to
536.909,459.882,6to
506.723,459.882,6to
538.309,486.572,6to
605.194,683.287,6to
551.029,534.021,6to
456.209,470.967,6to
611.037,639.58,6to
551.029,472.591,6to
477.145,418.435,6to
589.614,569.325,6to
570.139,638.451,6to
539.831,533.032,6to
745.234,702.704,6to
542.934,548.284,6to
642.928,622.422,6to
709.752,687.1,6to
483.474,454.798,6to
512.93,472.027,6to
478.057,518.84,6to
420.301,418.435,6to
507.453,476.334,6to
592.353,687.1,6to
611.524,563.041,6to
500.089,564.029,6to
486.639,634.638,6to
592.596,602.017,6to
631.303,766.9579999999999,6to
493.577,477.675,6to
611.524,547.295,6to
762.518,617.48,6to
621.931,702.704,6to
490.047,582.599,6to
570.139,522.935,6to
451.827,477.675,6to
479.701,522.37,6to
447.932,455.787,6to
592.414,599.687,6to
533.014,511.92,6to
570.139,616.562,6to
686.443,844.41499999999985,6to
592.414,534.021,6to
614.81,602.017,6to
642.928,569.325,6to
560.706,511.92,6to
441.846,470.967,6to
589.006,502.953,6to
519.26,503.659,6to
690.581,624.046,6to
507.453,507.684,6to
633.616,602.44,6to
764.466,753.472,6to
640.067,580.481,6to
536.118,495.963,6to
614.81,610.137,6to
589.614,553.509,6to
592.353,687.1,6to
622.479,563.464,6to
762.518,533.032,6to
621.931,846.745,6to
574.034,564.877,6to
570.139,644.24,6to
493.577,511.92,6to
570.139,616.562,6to
611.037,665.988,6to
551.029,488.337,6to
557.784,516.863,6to
566.183,598.416,6to
574.034,532.326,6to
521.877,522.935,6to
663.012,652.149,6to
570.139,638.451,6to
570.626,502.953,6to
451.644,549.413,6to
420.301,311.463,6to
521.877,585.777,6to
466.372,511.92,6to
687.964,664.717,6to
640.067,598.133,6to
614.81,739.421,6to
479.153,492.221,6to
592.353,602.44,6to
589.006,547.295,6to
554.498,639.58,6to
621.931,581.893,6to
542.934,582.599,6to
570.139,653.773,6to
668.793,846.745,6to
644.023,548.284,6to
523.581,466.448,6to
611.159,652.149,6to
456.209,501.823,6to
526.076,502.953,6to
551.029,488.337,6to
557.784,582.599,6to
479.153,459.882,6to
633.616,652.149,6to
496.802,454.798,6to
589.006,502.953,6to
569.835,565.3,6to
515.791,564.877,6to
552.794,476.334,6to
568.374,557.321,6to
589.006,579.563,6to
