"from","to","weight"
"p20_04","p20_08",0.137329933006849
"p16_03","p16_05",0.135903816253397
"p13_11","p13_13",0.134224337195418
"p20_03","p20_06",0.13218377453343
"p17_04","p17_05",0.131868034613785
"p08_07","p08_12",0.13111524768845
"p11_03","p11_08",0.13087041226809
"p18_05","p18_09",0.129560756950193
"p15_03","p15_08",0.129424529098563
"p20_03","p20_05",0.127607912027856
"p21_03","p21_06",0.122255900968812
"p20_01","p20_07",0.120313667946023
"p13_05","p13_06",0.119685115682531
"p20_02","p20_08",0.118954274692388
"p19_02","p19_03",0.118906985234908
"p08_01","p08_11",0.118828515576205
"p20_03","p20_08",0.11785161372036
"p08_04","p08_11",0.117067808367401
"p11_03","p11_11",0.117030343296679
"p13_01","p13_04",0.116915356940279
"p18_03","p18_07",0.116510531077717
"p08_03","p08_07",0.116219762100405
"p11_06","p11_10",0.115145845734209
"p15_06","p15_09",0.114689539332454
"p08_01","p08_03",0.113357524979369
"p15_01","p15_05",0.11293420903843
"p15_02","p15_05",0.112610767109451
"p17_03","p17_06",0.111354211753726
"p13_03","p13_04",0.110838449776792
"p12_01","p12_04",0.110830711466979
"p13_10","p13_11",0.110247206105509
"p06_03","p06_04",0.110084352948366
"p11_08","p11_10",0.108554012292779
"p15_01","p15_06",0.107745947590787
"p11_06","p12_02",0.107693198479011
"p19_07","p19_09",0.107639189008123
"p15_02","p15_08",0.107231724146413
"p11_06","p11_08",0.10706518015921
"p18_02","p18_05",0.107044814396763
"p17_01","p17_03",0.105812944795299
"p12_04","p12_05",0.105600142836297
"p16_06","p17_02",0.105362543869717
"p20_01","p20_08",0.103581929010943
"p15_04","p15_08",0.102419810067021
"p15_02","p15_09",0.102417663831735
"p20_01","p20_04",0.10085367452025
"p11_03","p12_02",0.100271061273491
"p19_04","p19_08",0.099785144761048
"p11_06","p11_11",0.0986421074381972
"p17_01","p17_04",0.0972091753882173
"p21_05","p22_03",0.096490542278598
"p15_05","p15_09",0.095085197736133
"p16_06","p17_01",0.0942574380370938
"p08_06","p08_07",0.0938700333112902
"p19_03","p19_05",0.0937545820555283
"p11_04","p11_05",0.0935327459891905
"p08_11","p08_12",0.0929731915135608
"p21_05","p22_02",0.0929394092182823
"p19_05","p19_06",0.0917271051271937
"p08_02","p08_07",0.089957282837736
"p11_03","p11_10",0.0896150716223464
"p11_07","p11_08",0.0895022332677292
"p21_04","p22_02",0.0889061208489802
"p15_03","p15_05",0.0889034742992345
"p11_05","p11_06",0.088464658701198
"p20_04","p20_09",0.0878734690303828
"p16_03","p17_01",0.0869974311899069
"p18_03","p18_06",0.0865475095924919
"p19_02","p19_08",0.0864879315703785
"p11_04","p11_07",0.0862693468616896
"p18_06","p20_08",0.0858001627219082
"p13_04","p13_06",0.0848310492139094
"p15_04","p15_06",0.0846481055441714
"p21_05","p22_05",0.083962659163241
"p16_01","p16_05",0.0837797069654108
"p17_05","p19_05",0.0830771117430684
"p17_06","p19_01",0.0819664443620627
"p19_05","p19_07",0.0813013664187042
"p21_04","p22_05",0.0810049938999233
"p08_02","p08_03",0.0793531496885935
"p11_02","p11_11",0.0792213407573835
"p21_02","p22_02",0.0787959552056564
"p16_02","p16_06",0.0785909932103647
"p13_07","p13_14",0.078383306015293
"p17_05","p19_01",0.0772678624413426
"p21_03","p22_02",0.0770041350107454
"p11_06","p11_09",0.0767102137437639
"p11_01","p11_10",0.0764465153450999
"p16_02","p16_05",0.0761945329192048
"p17_02","p17_04",0.0760104061264363
"p15_02","p16_04",0.0746529345139282
"p11_06","p16_01",0.074606882867298
"p13_02","p13_03",0.0739528500870076
"p15_01","p15_04",0.0731555156599355
"p19_01","p19_05",0.0729686089909513
"p21_02","p21_06",0.0729549650864171
"p15_03","p15_06",0.0729513718871405
"p18_05","p18_08",0.0716673192491588
"p20_01","p20_06",0.0712577051486533
"p13_06","p13_14",0.0711472219493986
"p18_04","p20_02",0.0711213701155974
"p11_03","p11_04",0.0705638525586117
"p18_04","p20_01",0.0701637387932777
"p17_03","p17_05",0.0698782825505754
"p19_02","p19_07",0.0697401731788494
"p19_01","p19_08",0.0694157008950248
"p19_05","p19_09",0.0693231821224295
"p18_03","p18_08",0.0687692508731214
"p21_03","p22_03",0.0685259358889071
"p13_12","p13_14",0.0683687908160207
"p21_02","p22_03",0.0678994023680573
"p19_02","p19_04",0.067674927163845
"p16_01","p16_04",0.0674489057355349
"p15_02","p15_06",0.0671837589578434
"p18_09","p20_01",0.0671312526928241
"p15_01","p15_07",0.0668597376478625
"p11_03","p11_09",0.066558019390987
"p11_11","p12_02",0.0662541879979705
"p21_07","p22_04",0.0661444521956889
"p13_02","p13_04",0.0651285011462857
"p19_04","p19_09",0.0649702630895073
"p15_03","p15_04",0.0644502956307113
"p11_07","p11_10",0.0638935494097589
"p11_01","p11_07",0.0637076430541369
"p16_01","p16_02",0.0636559505033624
"p18_01","p18_05",0.0631996572937045
"p19_03","p19_08",0.0618976676834909
"p21_03","p22_05",0.061177161205152
"p21_06","p22_02",0.0611455028090967
"p18_03","p18_04",0.0594340115697869
"p08_04","p11_06",0.0591572008732614
"p18_07","p20_05",0.0589646137484041
"p15_03","p15_07",0.0583482583166305
"p08_07","p11_06",0.0580426195734847
"p18_01","p18_08",0.057629200418285
"p11_03","p12_06",0.0576288957253504
"p12_04","p12_06",0.0574978500800058
"p17_04","p18_06",0.0570561816871212
"p13_08","p13_11",0.0570087878030034
"p11_06","p13_12",0.0567680257425413
"p19_01","p19_04",0.0555051814300864
"p16_02","p17_01",0.055478212557379
"p19_02","p19_06",0.0541556008573871
"p08_02","p08_04",0.0538981104830877
"p13_13","p17_04",0.0534066393346641
"p13_04","p13_07",0.0533463900665006
"p18_07","p20_02",0.0530018093813409
"p18_03","p20_05",0.0526898353993031
"p13_07","p13_11",0.0525336603526217
"p20_02","p20_09",0.0519320001470715
"p19_03","p19_06",0.0513996213521059
"p18_02","p18_07",0.0513973506649667
"p19_01","p19_09",0.0512382506017017
"p11_04","p11_08",0.0509269536263096
"p18_01","p18_09",0.0509186989840192
"p11_03","p11_07",0.0506595552930999
"p08_08","p08_11",0.0493800774185099
"p13_06","p13_08",0.0489058409860159
"p17_03","p18_07",0.0477161019660061
"p17_03","p18_01",0.0470579896499015
"p11_11","p12_05",0.0469845663793851
"p18_05","p20_06",0.046777064186647
"p13_09","p13_12",0.0467652705081488
"p20_02","p20_05",0.0456780690970301
"p18_09","p20_02",0.0454659542047535
"p18_08","p20_02",0.045230609730628
"p13_05","p13_14",0.0449901903248284
"p18_02","p18_04",0.0448408380213821
"p13_09","p13_11",0.0448058168211506
"p21_02","p22_05",0.0447811191723419
"p08_08","p11_11",0.0442168222681689
"p13_07","p13_09",0.0442122713397697
"p18_02","p20_07",0.0438541209297042
"p05_02","p11_06",0.0437138716926091
"p08_11","p11_06",0.0434385485076025
"p01","p13_04",0.0431448658508813
"p11_08","p11_11",0.0429617124955932
"p12_02","p12_04",0.0422733087813945
"p18_09","p20_06",0.0419138717001717
"p18_09","p20_04",0.0417246586900609
"p15_03","p16_04",0.0415789855096842
"p13_01","p13_03",0.0411030267246602
"p19_01","p19_03",0.0410153472210294
"p10_02","p10_03",0.0408797683770199
"p18_05","p19_06",0.0408204727274693
"p10_01","p18_01",0.040262185777215
"p18_06","p20_09",0.0402188418082993
"p13_02","p13_08",0.0401322181285398
"p11_01","p11_08",0.0400177205449776
"p21_04","p22_03",0.0399187287101126
"p18_01","p18_07",0.0398539781311627
"p18_02","p20_01",0.0396270067087985
"p13_05","p13_08",0.0395326128082757
"p13_09","p13_14",0.0394941553335737
"p11_06","p12_06",0.0392305255518
"p19_02","p19_09",0.0385175721989927
"p05_02","p11_11",0.0381307440187294
"p16_03","p17_04",0.0378081639008046
"p13_13","p17_05",0.0377375782990992
"p11_09","p11_10",0.0376462870906692
"p15_02","p15_07",0.0375573168610332
"p13_04","p13_11",0.0375472169745812
"p11_01","p11_04",0.0373417270085348
"p18_05","p20_02",0.0367328845133419
"p11_06","p18_01",0.0366320598827356
"p18_09","p20_07",0.0365149805370887
"p19_03","p19_09",0.0363321520824541
"p11_01","p11_11",0.0362373624377098
"p13_02","p13_10",0.0360405604179556
"p13_05","p16_03",0.0360095572477765
"p16_04","p17_06",0.035626883977227
"p18_05","p20_04",0.0355866744699764
"p18_09","p20_03",0.0353054928424804
"p11_04","p11_06",0.0352517304489761
"p18_03","p20_06",0.03472560977073
"p18_01","p19_01",0.033972106141275
"p19_05","p19_08",0.0332564545881684
"p11_01","p11_06",0.033121990988
"p18_02","p18_08",0.0331020713953788
"p18_02","p18_09",0.0330197533202179
"p18_06","p18_08",0.0329974155926063
"p18_08","p19_02",0.0328986096844816
"p11_01","p11_09",0.032802104054192
"p13_12","p17_03",0.0327791697202755
"p18_03","p20_07",0.0327448436655284
"p11_07","p12_02",0.0319663758895449
"p13_04","p13_14",0.0317635027897337
"p13_05","p13_10",0.0316323017273877
"p13_02","p13_09",0.0315997846836025
"p17_06","p19_02",0.0315364137114864
"p16_04","p17_02",0.0314545977357505
"p16_05","p17_01",0.0313275506811418
"p18_01","p20_06",0.0309743541892322
"p08_07","p11_10",0.030598906985022
"p11_04","p11_09",0.0305346457434841
"p18_02","p18_06",0.030465324340634
"p11_07","p13_01",0.0303389616097547
"p13_04","p13_05",0.0303202587581705
"p18_06","p19_02",0.0302248152304689
"p19_02","p19_05",0.0300577459946619
"p21_06","p22_05",0.0299686254300776
"p10_04","p18_06",0.029917283966572
"p08_01","p11_11",0.0296399014966388
"p18_04","p20_04",0.0295749967284172
"p05_02","p11_03",0.0293916728805478
"p11_02","p11_07",0.0287960785355938
"p13_11","p13_14",0.0287384169327113
"p18_08","p20_03",0.0286231486634532
"p08_11","p11_09",0.0283545587025593
"p11_05","p11_07",0.0278515529307306
"p18_07","p20_08",0.027701185607354
"p13_03","p13_09",0.0275874679087447
"p13_01","p13_12",0.0275186564867266
"p16_04","p17_01",0.0272925985295326
"p08_05","p08_07",0.027004729034577
"p19_04","p19_06",0.0269328429343908
"p17_03","p18_03",0.0268496244067336
"p10_01","p17_03",0.0268127331737493
"p08_12","p11_06",0.0267620678705662
"p10_06","p16_01",0.026342731548043
"p08_08","p11_06",0.0263342515937542
"p18_01","p20_01",0.0262300420253548
"p13_11","p18_03",0.0260059719940401
"p11_06","p17_03",0.0259536737329577
"p10_05","p10_06",0.0254213970270056
"p16_01","p18_06",0.0253179316851168
"p21_06","p22_03",0.0252982055100949
"p13_03","p13_07",0.025198268643497
"p10_06","p16_05",0.0250690593273679
"p18_08","p20_09",0.0248941925644448
"p11_11","p13_12",0.0246942245976628
"p11_11","p19_09",0.0246747105102033
"p13_02","p13_12",0.024159795574848
"p10_03","p16_01",0.0239404889985894
"p10_02","p18_03",0.0238502844294939
"p15_05","p16_04",0.023828846816058
"p18_07","p20_04",0.0237130433111664
"p13_13","p18_06",0.0236220272550328
"p18_06","p18_09",0.0235360802597772
"p13_12","p17_04",0.0230827941376308
"p18_07","p20_03",0.022807415184975
"p18_02","p20_03",0.0227854120213825
"p17_03","p18_02",0.0226905831213963
"p13_06","p13_11",0.0223873632912624
"p16_02","p17_03",0.0223765539443068
"p11_03","p11_05",0.0222072971487323
"p18_06","p19_07",0.0221462628887512
"p18_08","p20_06",0.0219892187872705
"p13_13","p19_09",0.0212367042397245
"p05_02","p11_07",0.0211107954769466
"p13_12","p17_05",0.0210386621414298
"p15_01","p15_09",0.0210141718165989
"p18_02","p19_06",0.0207767038832538
"p16_05","p17_02",0.0207710577491998
"p13_05","p13_09",0.0206813781367351
"p11_07","p13_11",0.0205808149783403
"p16_01","p19_01",0.0205001476892311
"p13_14","p16_04",0.0204746052502566
"p08_07","p11_07",0.020112088588304
"p18_04","p20_03",0.0198343898156723
"p13_08","p13_12",0.0197490743489452
"p13_03","p17_01",0.0196487576587922
"p08_02","p11_11",0.0196137952608769
"p13_07","p13_13",0.01958235203869
"p13_09","p17_02",0.0195349572985369
"p11_02","p11_08",0.0195067260210209
"p13_05","p15_05",0.0194809412526977
"p11_11","p13_01",0.0193609940228871
"p13_03","p13_08",0.0193049967949474
"p13_10","p13_14",0.0191799577033776
"p11_08","p12_05",0.0188785001974995
"p16_04","p17_04",0.0188191735602605
"p10_02","p18_02",0.0187831652608822
"p11_11","p12_03",0.018740241297636
"p08_02","p11_06",0.0187370331626296
"p18_08","p20_08",0.0186744011624855
"p15_05","p16_06",0.0183526794059199
"p18_01","p20_05",0.018200730681318
"p13_01","p13_11",0.0181839167107594
"p05_01","p13_01",0.0181341326804903
"p13_01","p13_09",0.0178816984461001
"p15_08","p16_05",0.0176930973032468
"p16_02","p17_06",0.0175403921021638
"p13_06","p16_05",0.0174611487365153
"p13_10","p17_02",0.0174611268267684
"p18_05","p20_05",0.0174256508578107
"p13_03","p13_06",0.0172880646935224
"p11_09","p13_11",0.0171343743195553
"p13_10","p13_12",0.0171342189652124
"p10_05","p18_02",0.0167597809400367
"p16_01","p16_06",0.0167134243962517
"p11_03","p13_11",0.0164601269555353
"p11_11","p12_06",0.0164412640476738
"p16_05","p17_06",0.0164330571239021
"p05_02","p16_06",0.0163537881035898
"p17_03","p18_05",0.0163463364414676
"p05_02","p19_09",0.0161716364902004
"p15_09","p16_01",0.0158543587536184
"p11_01","p13_11",0.0158192257670666
"p11_06","p13_01",0.0157895999218167
"p13_05","p13_07",0.015770406558538
"p16_03","p17_03",0.0152197232055925
"p18_03","p20_09",0.0148071977938764
"p13_07","p13_10",0.0147354674466352
"p18_05","p20_07",0.0143710955197496
"p11_02","p16_01",0.0143570183862278
"p11_10","p12_02",0.0143445265280366
"p13_03","p13_10",0.0140706107225079
"p11_07","p13_12",0.0140564353504836
"p10_05","p18_03",0.0140276456913233
"p11_09","p18_02",0.0138939451416456
"p11_01","p13_01",0.013843605869254
"p11_07","p11_09",0.0138365199708707
"p11_06","p12_05",0.0137289810933216
"p13_13","p17_06",0.0137133455387961
"p05_02","p11_08",0.0136830484847062
"p15_07","p16_04",0.0136686428692977
"p15_09","p16_04",0.013607233306596
"p13_12","p17_06",0.0135262402830158
"p05_02","p13_12",0.0135137291284437
"p17_04","p18_05",0.0134306836630584
"p18_03","p20_03",0.013402392103466
"p10_01","p17_04",0.0133896188043009
"p18_02","p20_02",0.013197165743998
"p11_09","p12_06",0.0131033525598835
"p13_06","p13_09",0.0129927673382026
"p08_12","p11_11",0.0129382347792792
"p10_06","p16_04",0.0128713251955255
"p13_02","p13_07",0.012751881974588
"p16_05","p17_03",0.0124997793700796
"p08_02","L",0.0123118512684114
"p18_03","p18_09",0.012118988682881
"p05_02","p11_01",0.0118757248368006
"p17_02","p17_06",0.0117483354276017
"p16_03","p18_04",0.0116853925850508
"p08_02","p11_03",0.0116454641894795
"p13_08","p13_13",0.0116314765624285
"p18_07","p20_07",0.0113417583108945
"p13_05","p15_01",0.0112134756642522
"p13_14","p16_01",0.0110360074282981
"p18_02","p20_05",0.0108881196851243
"p12_06","p16_04",0.0108708963622043
"p13_01","p21_04",0.0108527667163614
"p15_08","p16_06",0.0108274238538382
"p13_11","p18_05",0.0107799801203064
"p10_02","p18_01",0.0106757903045348
"p18_03","p20_08",0.0106070002331807
"p18_05","p20_09",0.0104987250502144
"p18_08","p20_05",0.0104251159318464
"p08_04","p11_07",0.0103386493013588
"p10_03","p16_02",0.0102986374527538
"p11_11","p17_03",0.0102223971359206
"p10_03","p13_14",0.0101327436904339
"p13_11","p17_04",0.0100191825391125
"p08_11","p11_11",0.010004970437426
"p11_03","p13_01",0.00983636902997086
"p11_07","p19_06",0.00977461481386582
"p13_12","p19_02",0.00975029823343893
"p16_04","p17_05",0.00973385603964923
"p10_06","p11_07",0.00962816749078384
"p05_02","p11_02",0.00961957492856224
"p16_02","p17_05",0.00943273596946265
"p18_06","p20_05",0.00928406094453096
"p05_02","p16_01",0.00928392408791046
"p11_09","p12_01",0.00928306723295566
"p05_02","p11_09",0.00926943621772332
"p11_10","p18_05",0.00922204053331269
"p13_08","p13_14",0.00912222988926756
"p10_06","p13_14",0.00902826653380107
"p11_08","p12_01",0.00884556019376313
"p16_04","p19_01",0.00875689412182342
"p13_05","p16_05",0.00867783014193123
"p08_09","L",0.00862418275321298
"p18_02","p20_06",0.00858803951605428
"p13_05","p18_07",0.00846110193360741
"p11_08","p13_11",0.00844561767154547
"p15_02","p15_04",0.00842564285874765
"p10_04","p18_03",0.00840914737811094
"p13_03","p13_14",0.00840873791241524
"p07","M",0.00828509496083299
"p18_06","p19_09",0.00794641862843731
"p08_11","p11_03",0.00792806106188155
"p10_06","p11_06",0.00789454970443148
"p11_11","p16_04",0.00788172968913795
"p15_02","p16_02",0.00785539628029919
"p08_03","L",0.00767894213316965
"p11_11","p16_02",0.00765523477022879
"p11_06","p18_05",0.00751235419454031
"p11_09","p18_03",0.0073543082015991
"p18_03","p19_01",0.00735159790454496
"p10_03","p19_02",0.00727648327172922
"p11_11","p12_01",0.00720052338894812
"p01","L",0.00717068523343918
"p18_08","p19_01",0.00716964557342612
"p13_12","p19_09",0.0068740331281406
"p11_10","p12_05",0.0068612307793959
"p11_02","p11_09",0.00672690015287942
"p17_03","p18_06",0.00671036138331723
"p16_03","p17_06",0.00667055256297947
"p13_05","p17_01",0.0066530967547286
"p15_05","p16_03",0.00658235465054176
"p18_06","p19_08",0.00657566485528696
"p08_01","L",0.00653276492204082
"p08_03","p08_04",0.00640081788868744
"p13_10","p16_06",0.00639120183851658
"p13_13","p17_03",0.006357258277312
"p13_06","p15_02",0.00633465997845951
"p14_08","L",0.00633219607835155
"p17_04","p19_06",0.00628556651153958
"p13_05","p15_03",0.00623999707237772
"p10_06","p11_11",0.00620818266943681
"p08_07","p11_11",0.00612281216005618
"p11_08","p12_06",0.00602417465645193
"p08_04","p11_11",0.00578634994135417
"p18_06","p19_01",0.00569648593698698
"p08_01","p08_08",0.00567854141386655
"p17_05","p18_02",0.00564242685724658
"p13_05","p21_04",0.00562291129835726
"p18_09","p19_05",0.005586780217462
"p11_02","p11_05",0.00553136351414439
"p13_05","p13_13",0.00548114604459731
"p08_07","p11_03",0.00547524090724271
"p08_12","L",0.00544506665977234
"p15_07","p16_06",0.00532937943587008
"p13_13","p19_06",0.00519616521845585
"p18_03","p20_04",0.00518084723438453
"p01","M",0.005096144242774
"p18_03","p19_02",0.00501647825676647
"p13_05","p17_03",0.00500648336136799
"p11_08","p12_03",0.00489718664383992
"p11_10","p17_03",0.00485332250383103
"p10_03","p16_03",0.0048065368023896
"p16_04","p17_03",0.00477257935732553
"p16_03","p17_02",0.00476831724051359
"p11_06","p19_09",0.00473538531400469
"p16_03","p18_09",0.00456920170576725
"p18_02","p19_02",0.00446395302807976
"p13_01","p13_05",0.00435304336708605
"p18_06","p19_06",0.0041785243371061
"p13_11","L",0.00417687677197768
"p11_07","p19_09",0.00410988741520991
"p05_02","p13_01",0.00408486352384839
"p11_11","p18_05",0.00399708545450458
"p13_01","p13_10",0.00392702659345443
"p17_05","p19_09",0.0038660568511454
"p04","L",0.0038331056137042
"p11_06","L",0.00378194429337903
"p19_09","L",0.00375649809959505
"p13_01","p17_04",0.00374020082478288
"p17_06","p19_05",0.00370616069296608
"p08_04","L",0.0037058453575908
"p11_08","L",0.00369747812883781
"p05_02","L",0.00367035636475743
"p13_10","L",0.00363517115479698
"p08_08","L",0.00353553036539288
"p19_02","L",0.003479587209617
"p13_11","p17_03",0.00347300925943457
"p13_12","p19_01",0.00346219062433932
"p11_06","M",0.00344090681395786
"p17_06","L",0.0034305176575389
"p16_04","p18_06",0.00339114124195047
"p13_03","p16_03",0.00336214143803954
"p17_03","L",0.00334554483836326
"p11_03","L",0.00332879615671375
"p11_06","p13_11",0.00325875190934652
"p14_09","L",0.00321808733276782
"p10_05","M",0.0032131590180113
"p03_04","L",0.0031647554131701
"p11_01","p13_12",0.00315981437376643
"p13_05","p16_04",0.00314099851091835
"p14_01","L",0.0031181880757237
"p17_05","L",0.00310515025314087
"p17_05","p19_03",0.00310407675297424
"p13_05","p16_06",0.00309074626552344
"p18_07","p19_06",0.00306506739808914
"p03_02","L",0.00305269611038148
"p21_07","L",0.0030512884374461
"p13_14","p15_08",0.0030192084187805
"p13_10","p16_05",0.00301436581480427
"p11_03","p13_13",0.00299543207214237
"p13_01","p22_05",0.00297764345159908
"p05_02","M",0.00297251278761354
"p13_10","p16_03",0.00296604305744913
"p16_06","L",0.00296151775020775
"p18_01","L",0.00295909013499352
"p16_06","M",0.00294790791925001
"p10_02","L",0.0028855752000512
"p03_04","M",0.00284185563915466
"p10_06","p16_06",0.0028119150926708
"p15_03","L",0.00279857380259443
"p11_04","L",0.00278947232651138
"p10_05","L",0.002781758851263
"p08_02","p11_08",0.00277045387250949
"p19_03","L",0.00265413336147697
"p13_10","p19_01",0.00265015727168351
"p14_08","M",0.0026489515308248
"p18_02","p20_04",0.00254298449187155
"p14_09","M",0.00242707736454281
"p12_01","M",0.00241683901364343
"p18_04","p18_06",0.00239876008357438
"p13_08","L",0.00237900656590128
"p11_08","M",0.00237567709766868
"p18_07","p20_01",0.00236119212471615
"p17_03","M",0.00233024721852061
"p10_04","p18_01",0.00231256207885383
"p14_02","L",0.00231095005874208
"p14_01","M",0.00229629582753588
"p08_07","M",0.00227648718946945
"p06_01","L",0.00225998398226942
"p11_10","p18_01",0.00225292252984201
"p08_02","M",0.00222970992563197
"p13_13","L",0.00221419627135676
"p20_01","p20_09",0.00215419611028122
"p15_02","L",0.00212735524707344
"p08_01","p11_06",0.00211911399756779
"p07","L",0.00211681830276276
"p11_06","p13_02",0.00210521302963509
"p06_02","L",0.00207692947729414
"p22_04","L",0.002067040716116
"p19_01","L",0.00206479583878289
"p11_03","p12_03",0.00200471056271549
"p11_05","L",0.00200348896866653
"p13_05","p21_05",0.00199159052913083
"p10_01","M",0.001978353646346
"L","M",0.00197647536292793
"p03_03","L",0.00197291340772489
"p11_10","L",0.00197236053144898
"p18_01","M",0.00195932863115378
"p10_04","M",0.00194175317501361
"p13_01","M",0.00190603371962632
"p02","L",0.00188076183145256
"p18_01","p19_05",0.0018268440364002
"p08_11","M",0.00180971722316237
"p04","M",0.00180000088039165
"p18_08","L",0.00179486323204235
"p09","M",0.00177761436249093
"p12_02","L",0.00174005672204711
"p15_05","M",0.00171530746312777
"p08_06","L",0.00170771377323782
"p13_02","L",0.00169737450830374
"p11_09","L",0.00169331110570707
"p16_02","L",0.00167826938483051
"p13_07","L",0.00166774571638231
"p13_11","M",0.00164764172909027
"p13_09","M",0.00162299471685044
"p08_11","L",0.00161321623392944
"p11_07","p18_03",0.0015829987486762
"p13_01","L",0.00156691208749493
"p22_03","M",0.00156079669782019
